Name,Categories,Address,City,State,Postcode,Phone,Fax,Latitude,Longitude,Employees,Established,ABN_Status,ABN,ABN_Name,Accuracy,ABN_2,ACN
Elizabeth Grove Childrens Centre,Child Care Centres,20 Haynes St,Elizabeth Grove,SA,5112,(08) 8255 7515,,-34.731888,138.669782,,,,,,,,
Eleebana And Community Outside Hours School Care,Child Care Centres,Ian St,Eleebana,NSW,2282,(02) 4942 8186,,-32.993084,151.640809,,,,,,,,
Elanora Children's Centre,Child Care Centres,62 North St,Devonport,TAS,7310,(03) 6424 3638,,-41.164676,146.349546,,,,,,,41 030 619 747,
Eildon Road Children Centre,Child Care Centres,17 Eildon Rd,St Kilda,VIC,3182,(03) 9209 6750,,-37.86274,144.976248,,,,,,,,
Eight Mile Plains Early Learning Centre,Child Care Centres,526 Warrigal Rd,Eight Mile Plains,QLD,4113,1300 783 880,,-27.57707,153.08689,,2008,,,,,,
Edwardes Street Child Care & Kindergarten,Child Care Centres,41 Edwardes St,Reservoir,VIC,3073,(03) 9469 4640,,-37.716422,145.004554,,,,,,,,
Education & Children's Services Department Of,Child Care Centres,5 Gilbert St,Riverton,SA,5412,(08) 8847 2109,,-34.15853,138.746469,,,,,,,,
Education & Children's Services Department Of,Child Care Centres,2 Frances Ave,Para Hills,SA,5096,(08) 8396 0690,,-34.812278,138.654148,,,,,,,,
Education & Children's Services Department Of,Child Care Centres,,Brighton,SA,5048,(08) 8298 4093,,-35.0208342,138.5230839,,,,,,,,
Educating Kids Childrens Centres Townsville,Child Care Centres,222-230 Walker St,Townsville,QLD,4810,(07) 4431 1800,,-19.260839,146.81361,1-Oct,2015,,,,,98 604 704 949,
Edmonton Community Kindergarten Assoc Inc.,Child Care Centres,19 Hartill St,Edmonton,QLD,4869,(07) 4055 4402,,-17.01942,145.741424,,,,,,,,
Edge Kids Life Findon,Child Care Centres,239 Grange Rd,Findon,SA,5023,(08) 8445 2770,,-34.904839,138.539568,,,,,,,,
Edge Hill Child Care Centre,Child Care Centres,274 Pease St,Edge Hill,QLD,4870,(07) 4032 0591,,-16.9049,145.742149,,,,,,,,
ECMS St Vincent's Early Learning Centre,Child Care Centres,93- 103 Victoria Parade,Fitzroy,VIC,3065,(03) 9288 2764,,-37.80787,144.97762,,,,,,,,
Echuca Holiday & Afterschool Care Programs,Child Care Centres,East Rec Reserve 54 Sutton St,Echuca,VIC,3564,(03) 5482 4503,,-36.13499,144.76026,,,,,,,,
Echidna Garten,Child Care Centres,2 Snowden Ave,Sylvania,NSW,2224,(02) 9544 7644,,-34.013312,151.104245,,,,,,,,
Eastside Family Day Care Scheme,Child Care Centres,5 Harewood Ave,Enfield,SA,5085,(08) 8343 6500,,-34.864601,138.603416,,,,,,,,
EastSide Care,Child Care Centres,281 Cambridge Rd,Mornington,TAS,7018,(03) 6282 1111,,-42.858923,147.390255,,,,,,,,
Eastern Districts FDC Scheme,Child Care Centres,5 Harewood Ave,Enfield,SA,5085,(08) 8343 6500,,-34.864601,138.603416,,,,,,,,
East Para PS OSHC/Vac,Child Care Centres,12 Caroona Ave,Modbury Heights,SA,5092,(08) 8264 3283,,-34.817398,138.667558,,,,,,,,
East Malvern Early Learning Centre,Child Care Centres,11 Illowa St,Malvern East,VIC,3145,(03) 9886 9142,(03) 9886 9551,-37.869243,145.061588,,,,,,,,
East Brisbane Child Care Centre,Child Care Centres,52 Tiber St,Coorparoo,QLD,4151,(07) 3217 9977,,-27.484103,153.05765,,,,,,,,
East Adelaide Out Of Hours Centre,Child Care Centres,59 Third Ave,St Peters,SA,5069,(08) 8362 6585,,-34.905245,138.627347,,,,,,,,
Earville Early Education,Child Care Centres,29 Cavallaro Ave,Earlville,QLD,4870,(07) 4054 1885,,-16.946024,145.742575,,2018,,,,,,
EarlyCare,Child Care Centres,,Darwin,NT,800,(08) 8981 7171,,-12.462288,130.840901,,,,,,,,
Early Learning Management - Laidley Central,Child Care Centres,19 Hope St,Laidley,QLD,4341,(07) 5465 3711,,-27.64863,152.39295,,,,,,,,
Early Learning Management - Bay Central,Child Care Centres,16 Magnolia St,Kawungan,QLD,4655,(07) 4124 3188,,-25.29837,152.8566,,,,,,,,
Early Learning Centre Werribee,Child Care Centres,81 Ballan Rd,Werribee,VIC,3030,(03) 9742 2888,,-37.894798,144.633931,,,,,,,,
Early Learning Centre on Murray Street,Child Care Centres,309 Murray St,North Hobart,TAS,7000,(03) 6234 4955,,-42.875925,147.316178,,,,,,,,
Early Learning Centre Ningi,Child Care Centres,2 Greygum Ct,Ningi,QLD,4511,(07) 5497 6555,,-27.065169,153.081728,,,,,,,,
Early Learning Centre McLaren Vale,Child Care Centres,224 - 226 Main Rd,McLaren Vale,SA,5171,(08) 8323 9554,,-35.21237,138.53444,,,,,,,,
Early Learning Centre McLaren Vale,Child Care Centres,,Paddington,QLD,4064,(08) 8323 9554,,-27.4617253,153.0061006,,,,,,,,
Early Learning Centre Augstine Heights,Child Care Centres,27 Santa Monica Dr,Augustine Heights,QLD,4300,(07) 3814 4150,,-27.656956,152.886318,,,,,,,,
Early Learning Centre Ashburton,Child Care Centres,21 Vears St,Ashburton,VIC,3147,(03) 9885 2380,,-37.86173,145.08884,,,,,,,,
Early Development Childcare Centre,Child Care Centres,30 Jordan Tce,Bowen Hills,QLD,4006,(07) 3852 6293,,-27.44485,153.041115,,,,,,,,
Early Childhood Management Services (ECMS),Child Care Centres,192-198 High St,Northcote,VIC,3070,(03) 8481 1100,,-37.774616,144.998317,1-Oct,1996,,,,,13 012 989 761,
Eagleby Children's Centre,Child Care Centres,10 Hawthorne Rd,Hawthorne,QLD,4171,(07) 3807 3222,,-27.472085,153.058748,,,,,,,,
Eagleby Childen's Centre.,Child Care Centres,82 Fryers Rd,Eagleby,QLD,4207,(07) 3807 3222,,-27.706747,153.21228,,,,,,,,
Dutton Park Outside School Hours Care,Child Care Centres,112 Annerley Rd,Dutton Park,QLD,4102,(07) 3844 4474,,-27.493417,153.028314,,,,,,,,
Durham Road Daycare Centre Kilsyth (Shire Of Yarra Ranges),Child Care Centres,Cnr Durham &amp; Hansen Rds,Kilsyth,VIC,3137,(03) 9728 1160,,-37.801285,145.322127,,,,,,,,
Durack Education & Child Care Centre,Child Care Centres,56 Durella St,Durack,QLD,4077,(07) 3372 9654,,-27.590702,152.977523,,,,,,,,
Duncraig Playgroup Inc,Child Care Centres,47 Beddi Rd,Duncraig,WA,6023,(08) 9246 2775,,-31.838437,115.765467,,,,,,,,
Duck Pond Childcare Centre,Child Care Centres,,Flinders Island,TAS,7255,(03) 6359 2007,,-40.12566,148.07136,,,,,,,,
Dover Child Care,Child Care Centres,17 Chapman Ave,Dover,TAS,7117,(03) 6298 1524,,-43.314379,147.01676,,,,,,,,
Door Of Hope Counselling,Child Care Centres,50 Glen Dhu St,South Launceston,TAS,7249,(03) 6344 5910,,-41.454963,147.140147,,,,,,,,
Doncaster Early Learning Childcare & Kindergarten,Child Care Centres,20 Turana St,Doncaster,VIC,3108,(03) 9840 2857,,-37.781821,145.132056,,,,,,,,
Donald Duck Child Minding Centre,Child Care Centres,67 Balmoral Ave,Springvale,VIC,3171,(03) 9574 0699,,-37.948383,145.144342,,,,,,,,
Dominican School OSHC/Vac,Child Care Centres,237 Military Rd,Semaphore,SA,5019,(08) 8449 6225,,-34.837598,138.483452,,,,,,,,
Domiciliary Care Centre,Child Care Centres,27 North St,Angaston,SA,5353,(08) 8564 2996,,-34.503281,139.053889,,,,,,,,
Do Care/Telelink,Child Care Centres,5 Maturin Rd,Glenelg,SA,5045,(08) 8375 1402,,-34.982906,138.51449,,,,,,,,
DMP Early Learning,Child Care Centres,87 Margaret St,Launceston,TAS,7250,(03) 6331 8737,,-41.444654,147.136415,1-Oct,,,,,,,
Djitji Tjapu Tjuta Community Day Centre,Child Care Centres,Robins Blv,Coober Pedy,SA,5723,(08) 8672 5644,,-29.015033,134.759691,,,,,,,,
Discovery Early Learning Centres - Ravenswood,Child Care Centres,8 Prossers Forest Rd,Ravenswood,TAS,7250,(03) 6777 2705,,-41.417672,147.176655,,,,,,,55 106 054 031,
Discovery Early Learning Centres - Milpara,Child Care Centres,15A Van Diemens Crst,Burnie,TAS,7320,(03) 6433 4792,,-41.058448,145.885315,,,,,,,55 106 054 031,
Discovery Early Learning Centres - Lauderdale,Child Care Centres,15 Acton Rd,Lauderdale,TAS,7021,(03) 6248 7900,,-42.903736,147.477618,,,,,,,55 106 054 031,
Discovery Early Learning Centres - Gunn Street,Child Care Centres,85 Gunn St,Bridgewater,TAS,7030,(03) 6263 7809,,-42.736972,147.234873,,,,,,,55 106 054 031,
Discovery Early Learning Centres - Burnie Outside School Ours Care Services,Child Care Centres,Burnie Outside School Hours Care 34 Alexander St,Burnie,TAS,7320,(03) 6430 5773,,-41.051286,145.903323,,,,,,,55 106 054 031,
Discovery Early Learning Centres - Alexander Beetle House Early Learning Centre,Child Care Centres,34 Alexander St,Burnie,TAS,7320,(03) 6430 5727,,-41.051286,145.903323,,,,,,,55 106 054 031,
Discovery Early Learning Centres,Child Care Centres,,,,,(03) 6228 9494,,,,,,,,,,,
Discovery Day Child Care Centre,Child Care Centres,46 Hookings Tce,Woodville Gardens,SA,5012,(08) 8345 0009,,-34.86913,138.55202,,,,,,,,
Discoveries Child Care,Child Care Centres,8 Harbour Rd,Mourilyan,QLD,4858,(07) 4063 2434,,-17.583402,146.041539,,,,,,,,
Dickson High School Tuck Shop Committee,Child Care Centres,122 Majura Ave,Ainslie,ACT,2602,(02) 6248 0857,,-35.25469,149.145745,,,,,,,,
Devonport Playcentre/Playgroup Inc.,Child Care Centres,25 Forbes St,Devonport,TAS,7310,(03) 6424 1992,,-41.183695,146.355663,,,,,,,,
Developmental Learning Centre Rainbow,Child Care Centres,39 Isabella St,Moorabbin,VIC,3189,(03) 9090 7039,,-37.942972,145.054046,,,,,,,,
Derrick Ernst Neighbourhood Centre,Child Care Centres,42 Rudloc St,Morley,WA,6062,(08) 9375 1985,,-31.90001,115.89885,Nov-20,,,,,,14 928 864 979,
Department for Education and Early Childhood,Child Care Centres,115 Nicolson Ave,Whyalla Norrie,SA,5608,(08) 8645 6568,,-33.0287041,137.5427564,,,,,,,,
Department for Child Protection and Family Support,Child Care Centres,Reidy House 25 Amherst St,Katanning,WA,6317,(08) 9821 6500,,-33.69075,117.550783,,,,,,,,
Denmark Occasional Day Care Centre,Child Care Centres,81 South Coast Hwy,Denmark,WA,6333,(08) 9848 2160,,-34.961783,117.350754,,,,,,,,
Denman Childrens Centre,Child Care Centres,Denman Sporting Cmplx,Denman,NSW,2328,(02) 6547 2355,,-32.3934519,150.683201,,,,,,,,
Deeragun Kindergarten & Child Care,Child Care Centres,16 Palm Dr,Deeragun,QLD,4818,(07) 4751 5388,,-19.24756,146.676985,,,,,,,,
Deer Park Children's Community Centre,Child Care Centres,3 Hume St,Deer Park,VIC,3023,(03) 9363 3032,,-37.771229,144.775847,,,,,,,,
Decs - Curriculum Manager Cl1,Child Care Centres,31 Franklin St,Adelaide,SA,5000,0488 267 101,,-34.927859,138.597861,,,,,,,,
Debbie's Little Buddies,Child Care Centres,33 Dial Rd,Penguin,TAS,7316,(03) 6437 1077,,-41.12929,146.0755,,,,,,,,
Daws Road Early Learning Cntr,Child Care Centres,155-157 Daws Rd,St Marys,SA,5042,(08) 8277 2680,,-34.993041,138.578312,,,,,,,,
Daws Road Early Learning Centre,Child Care Centres,155 Daws Rd,St Marys,SA,5042,(08) 8277 2680,,-34.993041,138.578312,,,,,,,,
Darleen Child Care Centre,Child Care Centres,63 Turner St,Blacktown,NSW,2148,(02) 9671 6419,,-33.75385,150.92333,,,,,,,,
Darebin Children's Service Association,Child Care Centres,8A Newcastle St,Thornbury,VIC,3071,(03) 9484 5097,,-37.75383,145.01082,,,,,,,,
Dandenong Day Nursery,Child Care Centres,,,,,(03) 9792 1474,,,,,,,,,,,
Dameeli Children's World,Child Care Centres,95 Hanover Dr,Alexandra Hills,QLD,4161,(07) 3824 6277,,-27.541261,153.230439,,,,,,,,
Dalby Day Care Centre,Child Care Centres,5 Stuart St,Dalby,QLD,4405,(07) 4662 3372,,-27.183243,151.265401,,,,,,,,
Dakabin Child Care,Child Care Centres,64 Sheaves Rd,Kallangur,QLD,4503,(07) 3886 0555,,-27.23786,152.98731,,,,,,,,
Daisy Hill Early Learning Centre,Child Care Centres,,,,,(07) 3635 5700,,,,,,,,,,,
Cygnet Play Centre,Child Care Centres,12 Golden Valley Rd,Cygnet,TAS,7112,(03) 6295 0014,,-43.160935,147.073419,,,,,,,,
Cygnet Child Care Centre,Child Care Centres,George St,Cygnet,TAS,7112,(03) 6295 1848,,-43.160836,147.074753,,,,,,,,
CWA Craft Centre,Child Care Centres,148 Wynyard St,Tumut,NSW,2720,(02) 6947 6666,,-35.302594,148.221151,,,,,,,,
Curry Kids Early Learning Centre,Child Care Centres,80 Steele St,Cloncurry,QLD,4824,(07) 4742 1728,,-20.704165,140.513941,,,,,,,,
Currumbine Kids Care,Child Care Centres,6 Ascot Way,Currambine,WA,6028,(08) 9304 0777,,-31.729665,115.74571,21-50,2006,,,,,,
Currimundi Campus Early Learning Centre,Child Care Centres,38 Bellara Dr,Currimundi,QLD,4551,(07) 5491 9666,(07) 5491 9913,-26.77329,153.120299,21-50,1999,,,,,97 915 044 268,
Currawong Child Care Centre,Child Care Centres,Sydney Ave,Barton,ACT,2600,(02) 6273 5911,,-35.311522,149.130403,,,,,,,,
Cunderdin Day Care,Child Care Centres,56 Lundy Ave,Cunderdin,WA,6407,(08) 9635 1337,,-31.650155,117.239948,,,,,,,,
Cumberland Child Care Centre,Child Care Centres,134 Cumberland Rd,Pascoe Vale,VIC,3044,(03) 9354 3555,,-37.729264,144.939204,,,,,,,,
Culburra and Districts Pre School Inc,Child Care Centres,20 Otway St,Orient Point,NSW,2540,(02) 4447 2505,,-34.90997,150.7475,,,,,,,,
Cuddly Bear Templestowe Child Care & Kindergarten,Child Care Centres,8 Swilk St,Templestowe,VIC,3106,(03) 9846 4011,,-37.757017,145.124243,,,,,,,,
Cuddles Lockridge Out of School Care,Child Care Centres,34-36 Diana Crst,Lockridge,WA,6054,(08) 9377 1676,,-31.879237,115.948198,,,,,,,,
Cuddles Childcare Centres,Child Care Centres,76-80 Oats St,Carlisle,WA,6101,(08) 9472 4702,,-31.98715,115.91675,,,,,,,,
Cuddles Carlisle,Child Care Centres,76 Oats St,Carlisle,WA,6101,(08) 9472 4702,,-31.987711,115.917019,,,,,,,,
Cubbyhouses Little Treasures,Child Care Centres,1 Phyllis St,Castletown,WA,6450,(08) 9071 7789,,-33.842255,121.900865,,,,,,,,
Cubbyhouse ^X Kellyville Early Childhood Learning Centre,Child Care Centres,Cnr. Wrights &amp; Green Rds,Kellyville,NSW,2153,(02) 8824 4335,,-33.713789,150.974613,,,,,,,,
Cubby Educational Centre Pty Ltd The,Child Care Centres,373 Oakey Flat Rd,Morayfield,QLD,4506,(07) 5498 5776,,-27.138072,152.933559,,,,,,,,
Crystal Brook Occasional Care Program,Child Care Centres,Mais Tce,Crystal Brook,SA,5523,(08) 8636 2411,,-33.350504,138.211744,,,,,,,,
Crocs Play Centre & Cafe,Child Care Centres,425 Burwood Hwy,Wantirna South,VIC,3152,(03) 9800 2788,,-37.86841,145.239625,,,,,,,,
Crittenden Road Early Learning & Kinder,Child Care Centres,36 Crittenden Rd,Smithfield Plains,SA,5114,(08) 8254 8520,,-34.67651,138.67805,,,,,,,,
Cricklewood Child Care Centre,Child Care Centres,,,,,(03) 9775 5866,,,,,,,,,,,
Crestwood Montessori Child Care Centre Gold Coast (Montessori GC),Child Care Centres,26 Crestwood Dr,Molendinar,QLD,4214,(07) 5564 8815,,-27.970739,153.373327,1-Oct,2015,,,,,36 278 049 216,
Creative Kids Early Childhood Centre & Outside School Hours Care,Child Care Centres,,,,,(07) 3284 0739,,,,,,,,,,,
Creative  Kidz Childcare & Early Learning Centre,Child Care Centres,452 McClelland Dr,Langwarrin,VIC,3910,(03) 9789 8786,,-38.151118,145.173222,,,,,,,,
Cranbourne Day Care & Kindergarten Centre,Child Care Centres,,,,,(03) 5996 1415,,,,,,,,,,,
Craigie Child Care Centre,Child Care Centres,126 Eddystone Ave,Craigie,WA,6025,(08) 9401 1990,,-31.783229,115.768443,,,,,,,,
Craigburn PS OSHC/Vac,Child Care Centres,15 Murrays Hill Rd,Flagstaff Hill,SA,5159,(08) 8270 1620,,-35.056334,138.61549,,,,,,,,
Crafts Council Of NT,Child Care Centres,Conacher St,Darwin,NT,800,(08) 8981 6616,,-12.436244,130.835587,,,,,,,,
Cowandilla PS OSHC/Vac,Child Care Centres,21 Jenkins St,Cowandilla,SA,5033,(08) 8443 3087,,-34.934757,138.558891,,,,,,,,
Covertry Childrens Centre,Child Care Centres,328-332 Coventry St,South Melbourne,VIC,3205,(03) 9209 6375,,-37.833,144.95607,,,,,,,,
Country Kids Play & Learning Centre,Child Care Centres,43 Gardner St,Toogoolawah,QLD,4313,(07) 5423 0340,,-27.089329,152.379008,,2006,,,,,,
Cottage Child Care Centre The,Child Care Centres,Cnr Main and Menin Rds,Monbulk,VIC,3793,(03) 9752 1442,,-37.873103,145.401822,,,,,,,,
Cot King's Babyland,Child Care Centres,55 Hume Hwy,Greenacre,NSW,2190,(02) 9642 6474,,-33.887533,151.063245,,,,,,,,
Coromandel Valley PS OSHC/Vac,Child Care Centres,339 Main Rd,Coromandel Valley,SA,5051,(08) 8278 9174,,-35.03349,138.626469,,,,,,,,
Cornwall Kids at Hallam,Child Care Centres,41 Cornwall St,Hallam,VIC,3803,(03) 9703 1206,,-38.002325,145.26404,,,,,,,,
Corinda Graceful Parish Outside School Hours Care,Child Care Centres,18 Clewley St,Corinda,QLD,4075,(07) 3278 5178,,-27.538063,152.982177,,,,,,,,
Copperfields Pre School,Child Care Centres,80 Copperfield Dr,Delahey,VIC,3037,(03) 9307 7805,,-37.716353,144.773388,,,,,,,,
Coopers Plains Child Care Centre,Child Care Centres,56 Orange Grove Rd,Coopers Plains,QLD,4108,(07) 3344 6270,,-27.566997,153.038418,,,,,,,,
Coonalpyn & Districts Occ Care,Child Care Centres,0 Coombe Tce,Coonalpyn,SA,5265,(08) 8571 1120,,-35.698109,139.853403,,,,,,,,
Coomera Playschool Early Learning Centre,Child Care Centres,12 Cirrus Way,Coomera,QLD,4209,(07) 5573 5831,,-27.836836,153.329818,,,,,,,,
Coolgardie Children's Centre - Corrimal,Child Care Centres,9 Coolgardie St,Corrimal East,NSW,2518,(02) 4285 4799,,-34.373767,150.907651,,2000,,,,,,
Coolabah Early Childhood Centre,Child Care Centres,63 George St,Goondiwindi,QLD,4390,(07) 4671 2233,,-28.543645,150.309133,,,,,,,,
Cool Bananas Childcare & Preschool,Child Care Centres,,,,,(02) 9627 1769,,,,,,,,,,,
Cooinda Long Day Care Centre,Child Care Centres,78 Cartwright Ave,Miller,NSW,2168,(02) 8783 8078,,-33.918238,150.880849,,,,,,,,
Coober Pedy Outside School Hours Care,Child Care Centres,18 Paxton Rd,Coober Pedy,SA,5723,0419 814 957,,-29.013413,134.749835,,,,,,,,
Conyngham Street Community Children Centre Incorporated,Child Care Centres,34 Conyngham St,Glenside,SA,5065,(08) 8379 9392,,-34.9438,138.63442,,,,,,,,
ConnectAbility Australia Inc,Child Care Centres,3/ 46 Hudson St,Hamilton,NSW,2303,(02) 4962 1000,,-32.918165,151.744492,,,,,,,,
Confident Kids Child Care and Early Learning,Child Care Centres,67-69 Regency Rd,Croydon Park,SA,5008,(08) 7078 0129,,-34.876917,138.55874,,,,,,,,
Conder Child Care Centre,Child Care Centres,55 Beaumaris St,Conder,ACT,2906,(02) 6294 3358,,-35.465341,149.099817,,,,,,,,
Compton Road Child Care Centre,Child Care Centres,70 Condamine St,Runcorn,QLD,4113,(07) 3272 1822,,-27.61051,153.067943,,,,,,,,
Como Park Child Care & Kindergarten,Child Care Centres,162- 164 Nelson St,Lilydale,VIC,3140,(03) 9739 6766,,-37.75129,145.36566,,,,,,,,
Community Kids Pimlico,Child Care Centres,93 Bayswater Rd,Townsville,QLD,4810,(07) 4721 6833,,-19.27589,146.78874,,,,,,,,
Community Kids Mudgeeraba - Hinterland,Child Care Centres,22 Hinterland Dr,Mudgeeraba,QLD,4213,(07) 5530 3122,,-28.08045,153.35912,,,,,,,,
Community Kids Haven Early Learning & Kinder,Child Care Centres,299-301 Plenty River Dr,Greensborough,VIC,3088,(03) 9432 4033,,-37.683207,145.118721,,,,,,,87 158 995 585,
Community Kids Haven Early Learning & Kinder,Child Care Centres,1-3 Jade Way,Hillside,VIC,3037,(03) 9390 7409,,-37.703143,144.747733,,,,,,,41 158 996 199,
Community Kids Bundall,Child Care Centres,"Gccc Building, Bundall Road, Bundall",Bundall,QLD,4217,(07) 5574 1033,,-28.0108613,153.4071172,,,,,,,,
Community Health Services,Child Care Centres,Stirling Hwy,Claremont,WA,6010,(08) 9385 4330,,-31.983847,115.7792,,,,,,,,
Community Children's Centres,Child Care Centres,15 Carlisle St,Ethelton,SA,5015,(08) 8269 8688,,-34.850385,138.48919,,,,,,,,
Community Children Centres.SA,Child Care Centres,5 Ramrod Ave,Hallett Cove,SA,5158,(08) 8387 2374,,-35.075971,138.517389,101-200,1989,,,,,84 973 449 087,
Community Children Centres.SA,Child Care Centres,76 Illyarrie Ave,Surrey Downs,SA,5126,(08) 8265 5824,,-34.80158,138.710466,101-200,1989,,,,,84 973 449 087,
Community Children Centres.SA,Child Care Centres,5 Brighton Parade,Blackwood,SA,5051,(08) 8278 7271,,-35.022373,138.615319,101-200,1989,,,,,84 973 449 087,
Community Chidren Centre SA,Child Care Centres,15 Carlisle St,Ethelton,SA,5015,(08) 8212 2377,,-34.850385,138.48919,,,,,,,,
Commonwealth Child Care Program,Child Care Centres,Lvl 6 Julianna House Bowes St,Woden,ACT,2606,(02) 6212 9100,,-35.343679,149.087529,,,,,,,,
Collegiate Early Learning Centre,Child Care Centres,218 Macquarie St,Hobart,TAS,7000,(03) 6211 4953,,-42.888377,147.323811,,,,,,,,
Coastwide Family Day Care,Child Care Centres,,Tamworth,NSW,2340,(02) 4340 1111,,-31.0904743,150.9325757,,,,,,,80 576 677 951,
Coast Life Midwifery,Child Care Centres,2/ 22 Beach Rd,Maroochydore,QLD,4558,(07) 5443 5555,,-26.650637,153.089647,,,,,,,,
Coach Road Ccc Oshc at Tat,Child Care Centres,5 Old Coach Rd,Aldinga,SA,5173,0412 402 497,,-35.26926,138.483225,,,,,,,,
Club Juniors Child Care Centre,Child Care Centres,190 Napper Rd,Parkwood,QLD,4214,(07) 5594 9388,,-27.946097,153.36123,,,,,,,,
Club Junior Arundel,Child Care Centres,190 Napper Rd,Parkwood,QLD,4214,(07) 5594 9388,,-27.946097,153.36123,,,,,,,,
Club Hillsmeade,Child Care Centres,3 Galloway Dr,Narre Warren,VIC,3805,(03) 9705 6855,,-38.062143,145.300544,,,,,,,,
Cloverdale Childcare Centre,Child Care Centres,50 Pearl Rd,Cloverdale,WA,6105,(08) 9479 7575,,-31.965315,115.949644,,,,,,,,
Clovel Childcare & Early Learning Centres,Child Care Centres,12 Wilco Ave,Cabramatta West,NSW,2166,(02) 9649 5544,,-33.89433,150.91716,,,,,,,,
Clovel Childcare & Early Learning Centres,Child Care Centres,69 Lisgar St,Merrylands,NSW,2160,(02) 9637 6966,,-33.845519,151.004175,,,,,,,,
CLOVEL CHILD CARE AND EARLY LEARNING CENTER,Child Care Centres,,,,,(02) 9199 0294,,,,,,,,,,,
Clovel Child Care & Early Learning Centres,Child Care Centres,36 Wright St,Granville,NSW,2142,(02) 9760 2177,,-33.96448,151.10868,,,,,,,,
Clovel Child Care & Early Learning Centres,Child Care Centres,,,,,(02) 9760 2177,,,,,,,,,,,
Clifton Street Childrens Cntre,Child Care Centres,55 Clifton St,Northcote,VIC,3070,(03) 9486 3299,,-37.768756,145.013707,,,,,,,,
Cleveland Outside School Hours Care Program,Child Care Centres,Queen St,Cleveland,QLD,4163,(07) 3821 0135,,-27.527917,153.265914,,,,,,,,
Clearview Kids Child Care Centre,Child Care Centres,86 Dugandan St,Nerang,QLD,4211,(07) 5596 5166,,-28.001759,153.310325,,,,,,,,
Clayfield Early Learning Centre.,Child Care Centres,23 Norman Parade,Clayfield,QLD,4011,(07) 3262 8300,,-27.416508,153.049486,,,,,,,,
Clayfield Early Childhood,Child Care Centres,68- 70 Gellibrand St,Clayfield,QLD,4011,(07) 3260 7044,,-27.415396,153.06228,,,,,,,,
Clarendon Street Community Child Care Centre,Child Care Centres,43A Clarendon St,Cranbourne,VIC,3977,(03) 5996 6258,,-38.1042,145.27623,,,,,,,,
Clarence Family Daycare Scheme,Child Care Centres,,,,,(02) 6643 1002,,,,,,,,,,,
Clarence After School Care Program,Child Care Centres,38 Bligh St,Rosny Park,TAS,7018,(03) 6288 8628,,-42.864551,147.368966,Nov-20,1988,,,,,35 264 254 198,
Clare PS OSHC/Vac,Child Care Centres,0 Main North Rd,Clare,SA,5453,(08) 8842 1430,,-33.841071,138.616736,,,,,,,,
Clare Out of School Hours Care,Child Care Centres,137 Main North Rd,Clare,SA,5453,(08) 8842 1430,,-33.840876,138.618123,,,,,,,,
Clare Court Child Care Centre,Child Care Centres,30 Court St,Yarraville,VIC,3013,(03) 9688 0116,,-37.817655,144.878149,,,,,,,,
Clapham PS OSHC/Vac,Child Care Centres,0 Barretts Rd,Clapham,SA,5062,(08) 8374 1465,,-34.993946,138.603512,,,,,,,,
City of Knox Childrens Centres,Child Care Centres,Coorie Ave,Bayswater,VIC,3153,(03) 9729 0348,,-37.84694,145.268574,,,,,,,,
City Of Bayswater Neighbourhood Centre,Child Care Centres,42 Rudloc Rd,Morley,WA,6062,(08) 9375 1985,,-31.899307,115.899748,,,,,,,,
City Learning & Care Ocean Grove,Child Care Centres,1 John Dory Drv,Ocean Grove,VIC,3226,(03) 5272 4794,,-38.261245,144.538183,,,,,,,,
City Learning & Care Belmont,Child Care Centres,12- 14 Reynolds Rd,Belmont,VIC,3216,(03) 5272 4789,,-38.18826,144.32649,,,,,,,,
City Learning & Care - The Link,Child Care Centres,19 Worden Ct,Whittington,VIC,3219,(03) 5272 4796,,-38.17859,144.39508,,,,,,,,
City Comm Chn's Ctr - Sturt St Cps,Child Care Centres,104 Gilbert St,Adelaide,SA,5000,(08) 8410 4077,,-34.934043,138.596434,,,,,,,,
City Child Care Mackay,Child Care Centres,46 MaCalister St,Mackay,QLD,4740,(07) 4953 0363,,-21.14217,149.18276,,,,,,,,
Circular Head Child Care Centre Inc,Child Care Centres,1 Margaret St,Smithton,TAS,7330,(03) 6452 2626,,-40.837892,145.127468,,,,,,,,
Churches of Christ Care Kindergarten & Early Childhood Centre,Child Care Centres,28 Malcolm St,Hawthorne,QLD,4171,(07) 3399 6212,,-27.461158,153.058876,,,,,,,,
Churches of Christ Care Family Day Care Jamboree Heights,Child Care Centres,15- 17 Intrepid St,Jamboree Heights,QLD,4074,(07) 3279 0117,,-27.5592,152.93623,,,,,,,,
Chubby Care,Child Care Centres,382 Main St,Bairnsdale,VIC,3875,(03) 5152 4288,,-37.82791,147.620023,,,,,,,,
Christies Beach Out Of School Hours Care,Child Care Centres,Maturin Ave,Christies Beach,SA,5165,(08) 8326 1971,,-35.137177,138.478799,,,,,,,,
Christie's Beach Children's Centre & Kindergarten,Child Care Centres,9 Kerry St,Christies Beach,SA,5165,(08) 8384 3377,,-35.136758,138.485336,,,,,,,,
Christian Brothers Coll Jun S OSHC/V,Child Care Centres,0 Wakefield St,Adelaide,SA,5000,(08) 8400 4222,,-34.927871,138.61304,,,,,,,,
Christensen's Music & Learning,Child Care Centres,286 Brandenburg Rd,Bald Knob,QLD,4552,0407 131 215,,-26.768592,152.933434,,,,,,,,
