Category,Name,Address,Suburb,State,Postcode,CombinedAddress,Latitude,Longitude,Fax,Email,Website,Staff,Established,ABN,ABN_Status,ABN_Type,ABN_Accuracy
Religious Organisations,Budhist Centre (Tibetan Kagyu),13-15 Bryan St,Invermay,TAS,7248,13-15 Bryan St.Invermay.TAS.7248,-41.4207586,147.1371238,,,,,,,,,
Religious Organisations,C3 Church Scarborough,"Preston Room, Hotel Rendezvous",Scarborough,WA,6019,"Preston Room, Hotel Rendezvous.Scarborough.WA.6019",-31.8934726,115.7565917,,,,,,,,,
Religious Organisations,Campus Crusade For Christ Australia,1/ 8 Anzed Ct,Mulgrave,VIC,3170,1/ 8 Anzed Ct.Mulgrave.VIC.3170,-37.92046,145.149777,,info@ccca.org.au,www.ccca.org.au,,,25 126 098 398,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Careforce Ministries Training School,89 Monbulk Rd,Mt Evelyn,VIC,3796,89 Monbulk Rd.Mt Evelyn.VIC.3796,-37.7975734,145.3947385,,,,,,12 072 679 067,Cancelled,Entity Name (Historic),99% ABN Accuracy
Religious Organisations,Catholic Diocesan Office,5 Lyons St South,Ballarat,VIC,3350,5 Lyons St South.Ballarat.VIC.3350,-37.5625075,143.8521214,,,,,,,,,
Religious Organisations,Catholic Diocesan Youth Ministry,,Broome,WA,6725,.Broome.WA.6725,-17.96182,122.236998,,,,,,,,,
Religious Organisations,Catholic Historical Commission,383 Albert St,East Melbourne,VIC,3002,383 Albert St.East Melbourne.VIC.3002,-37.8100705,144.9776771,,,,,,,,,
Religious Organisations,Catholic Parish House,,Jurien Bay,WA,6516,.Jurien Bay.WA.6516,-30.3067032,115.0373581,,,,,,,,,
Religious Organisations,Catholic Traditional,40 Ludstone St,Hampton,VIC,3188,40 Ludstone St.Hampton.VIC.3188,-37.933755,145.00825,,,,,,,,,
Religious Organisations,Centacare Kimberley,,Broome,WA,6725,.Broome.WA.6725,-17.96182,122.236998,,,,,,86 990 067 369,Active,Entity Name (Historic),99% ABN Accuracy
Religious Organisations,Ch'an Academy,33 Brooking St,Upwey,VIC,3158,33 Brooking St.Upwey.VIC.3158,-37.914793,145.3348931,,,,,,42 611 496 488,Active,Other Name,99% ABN Accuracy
Religious Organisations,Chinese Christian Church Of Victoria Inc.,Cnr Orrong and Wynnstay Rds,Armadale,VIC,3143,Cnr Orrong and Wynnstay Rds.Armadale.VIC.3143,-37.8529643,145.0117741,,,,,,,,,
Religious Organisations,Christadelphian Answering Service,52 Alpine Way,Kilsyth,VIC,3137,52 Alpine Way.Kilsyth.VIC.3137,-37.8041092,145.3329055,,,,,,,,,
Religious Organisations,Christadelphian Diamond Valley Bible Centre,230 Mine Rd,Nutfield,VIC,3099,230 Mine Rd.Nutfield.VIC.3099,-37.6006526,145.2044103,,,,,,,,,
Religious Organisations,Christadelphian Ecclesia Hall,59 Raeburn Rd,Breadalbane,TAS,7258,59 Raeburn Rd.Breadalbane.TAS.7258,-41.5305412,147.197062,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,127-133 Garnett Rd,Wheelers Hill,VIC,3150,127-133 Garnett Rd.Wheelers Hill.VIC.3150,-37.9210258,145.1992232,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,20 Fellows St,Kew,VIC,3101,20 Fellows St.Kew.VIC.3101,-37.7997134,145.0279362,,,,,,,,,
Religious Organisations,Christian Brethren Family Care Opportunity Shop,116 Railway Ave,Ringwood East,VIC,3135,116 Railway Ave.Ringwood East.VIC.3135,-37.8115165,145.2526126,,,,,,,,,
Religious Organisations,Christian City Church Whitehorse,27 Bank St,Box Hill,VIC,3128,27 Bank St.Box Hill.VIC.3128,-37.8195441,145.1267632,,,,,,,,,
Religious Organisations,Christian Dance Fellowship Tasmanian Branch,75 Alomes Rd,Forcett,TAS,7173,75 Alomes Rd.Forcett.TAS.7173,-42.8268702,147.6279449,,,,,,,,,
Religious Organisations,Christian Life Ministries Church in Perth,173 Gildertriffe St,Scarborough,WA,6019,173 Gildertriffe St.Scarborough.WA.6019,-31.8952276,115.7744382,,robert.whately@gmail.com,www.christianlifeministries.com.au,,,,,,
Religious Organisations,Christian Orthodox Brotherhood of Apostle Paul Corp,99 Buckley St,Footscray,VIC,3011,99 Buckley St.Footscray.VIC.3011,-37.8037164,144.8938498,,,,,,,,,
Religious Organisations,Christian Youth Camps Of S.A. Inc.,,Wellington,SA,5259,.Wellington.SA.5259,-35.3318073,139.3821999,,,,,,86 857 437 624,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Churchwest Kalgoorlie,46 Hannan St,Kalgoorlie,WA,6430,46 Hannan St.Kalgoorlie.WA.6430,-30.7435116,121.4762117,,,http://www.churchwest.org,,,,,,
Religious Organisations,City On A Hill: Geelong,370 Moorabool St,South Geelong,VIC,3220,370 Moorabool St.South Geelong.VIC.3220,-38.1579601,144.3545725,,info@cityonahill.com.au,http://cityonahill.com.au,,,,,,
Religious Organisations,City on a Hill: West,Hoyts Highpoint/ 120-200 Rosamond Rd,Maribyrnong,VIC,3032,Hoyts Highpoint/ 120-200 Rosamond Rd.Maribyrnong.VIC.3032,-37.7740565,144.8888811,,info@cityonahill.com.au,http://www.cityonahill.com.au,,,,,,
Religious Organisations,CityLight Church,Wetlands Education Centre 184 Hope Rd,Bibra Lake,WA,6163,Wetlands Education Centre 184 Hope Rd.Bibra Lake.WA.6163,-32.086263,115.8307567,,info@citylightchurch.net.au,www.citylightchurch.net.au,,,55 009 562 430,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Company Of Sinners Inc.,23 Keith Rd,Blackwood,SA,5051,23 Keith Rd.Blackwood.SA.5051,-35.0255695,138.6228743,,,,,,38 704 573 873,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Covenant Baptist Church (Reformed),Cnr Fourth Ave and Central Rd,Rossmoyne,WA,6148,Cnr Fourth Ave and Central Rd.Rossmoyne.WA.6148,-32.0385949,115.8677088,,,,,,,,,
Religious Organisations,Crossroads Victoria Christian Fellowship With Disabled Persons,Suite 1 587 Canterbury Rd,Surrey Hills,VIC,3127,Suite 1 587 Canterbury Rd.Surrey Hills.VIC.3127,-37.8254882,145.0950433,,,,,,,,,
Religious Organisations,CWG Mission 1,,Kelmscott,WA,6111,.Kelmscott.WA.6111,-32.1144464,116.0149215,,,,,,,,,
Religious Organisations,David House Fellowship Inc.,908 North Rd,Bentleigh East,VIC,3165,908 North Rd.Bentleigh East.VIC.3165,-37.906875,145.061249,,,,,,65 043 285 064,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Dhammagiri Forest Hermitage,,suppressed,suppressed,,.suppressed.suppressed.,,,,,,,,,,,
Religious Organisations,Diggerland Church Inc.,26 Indi Ave,Red Cliffs,VIC,3496,26 Indi Ave.Red Cliffs.VIC.3496,-34.3070459,142.187691,,,,,,38 710 394 652,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Doreen Baptist Church,25 Hazelglen Dr,Doreen,VIC,3754,25 Hazelglen Dr.Doreen.VIC.3754,-37.5885515,145.1367643,,pastor@doreenbaptist.org.au,http://www.doreenbaptist.org.au,,,40 853 576 644,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Elizabeth Revival Centre,45 John Rice Ave,Elizabeth Vale,SA,5112,45 John Rice Ave.Elizabeth Vale.SA.5112,-34.7489037,138.6686955,,,,,,,,,
Religious Organisations,Faith Baptist Church,Primary School Hall Anglesea St,South Hobart,TAS,7004,Primary School Hall Anglesea St.South Hobart.TAS.7004,-42.8940338,147.311269,,,,,,26 486 858 083,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Followers of Christ,,Karingal,VIC,3199,.Karingal.VIC.3199,-38.1421518,145.1581699,,,,,,,,,
Religious Organisations,Franciscan Sisters Of The Heart Of Jesus (SOHOJIC),2 Franciscan Ave,Lockleys,SA,5032,2 Franciscan Ave.Lockleys.SA.5032,-34.9238846,138.5267336,,,,,,,,,
Religious Organisations,Free Presbyterian Church Of Western Australia,5 Thistle Gr,Currambine,WA,6028,5 Thistle Gr.Currambine.WA.6028,-31.730446,115.7421024,,,,,,,,,
Religious Organisations,Freedom Church Warrnambool (ACC),141B Koroit St,Warrnambool,VIC,3280,141B Koroit St.Warrnambool.VIC.3280,-38.3836899,142.483245,,info@freedomchurch3280.com.au,http://www.freedomchurch3280.com.au,,,,,,
Religious Organisations,Fresh Christian Fellowship,90A Flores Rd,Geraldton,WA,6530,90A Flores Rd.Geraldton.WA.6530,-28.7543156,114.6305634,,freshchristianfellowship@gmail.com,,,,32 369 796 505,Cancelled,Entity Name,99% ABN Accuracy
Religious Organisations,Friends Religious Society Of,Shop 12/ 210 Toorak Rd,South Yarra,VIC,3141,Shop 12/ 210 Toorak Rd.South Yarra.VIC.3141,-37.8396973,144.9943026,,vicclerk@quakers.org.au,http://www.vic.quakers.org.au,,,,,,
Religious Organisations,Fusion Australian (WA) Inc,92 Marine Tce,Geraldton,WA,6530,92 Marine Tce.Geraldton.WA.6530,-28.7726632,114.609864,,,,,,,,,
Religious Organisations,Geneva Fellowship Inc.,197 Moriarty Rd,Latrobe,TAS,7307,197 Moriarty Rd.Latrobe.TAS.7307,-41.2269791,146.4391536,,,,,,99 742 773 710,Active,Entity Name,99% ABN Accuracy
Religious Organisations,GFS Anglican Ministry,240 Adelaide Tce,Perth,WA,6000,240 Adelaide Tce.Perth.WA.6000,-31.9579634,115.8669173,,,,,,,,,
Religious Organisations,Gideons International In Australia,,suppressed,suppressed,,.suppressed.suppressed.,,,,,,,,,,,
Religious Organisations,GLO Training Centre,20 King St,Smithton,TAS,7330,20 King St.Smithton.TAS.7330,-40.8394183,145.1251285,,,,,,,,,
Religious Organisations,God Squad Christian Motorcycle Club,215 Wellington St,Collingwood,VIC,3066,215 Wellington St.Collingwood.VIC.3066,-37.8011841,144.98681,,,,,,,,,
Religious Organisations,God's Farm,94 Woodlands Rd,Wilyabrup,WA,6280,94 Woodlands Rd.Wilyabrup.WA.6280,-33.7844047,115.0233052,,,,,,,,,
Religious Organisations,Good Shepherd Centre for Justice & Fair Trade,261 Victoria St,Abbotsford,VIC,3067,261 Victoria St.Abbotsford.VIC.3067,-37.8095929,144.993047,,,,,,,,,
Religious Organisations,Good Shepherd Sisters,,St Kilda,VIC,3182,.St Kilda.VIC.3182,-37.864,144.982,,,,,,,,,
Religious Organisations,Gospel Across the World,1st Floor Suite 6 30- 32 Ellingworth Parade,Box Hill,VIC,3128,1st Floor Suite 6 30- 32 Ellingworth Parade.Box Hill.VIC.3128,-37.8208563,145.1259313,,,,,,,,,
Religious Organisations,GreaterLife Church,4/ 347-349 Old Geelong Rd,Hoppers Crossing,VIC,3029,4/ 347-349 Old Geelong Rd.Hoppers Crossing.VIC.3029,-37.871642,144.7238705,,admin@greaterlife.com.au,http://www.greaterlife.com.au,,,,,,
Religious Organisations,Greek Orthodox Archdiocese Of Australia (Queenstown),2 West St,Queenstown,SA,5014,2 West St.Queenstown.SA.5014,-34.8599711,138.5068262,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,64 St David St,Thornbury,VIC,3071,64 St David St.Thornbury.VIC.3071,-37.7617639,145.0060023,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,Old Heidelberg Rd,Alphington,VIC,3078,Old Heidelberg Rd.Alphington.VIC.3078,-37.7801038,145.035557,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,380 High St,Prahran,VIC,3181,380 High St.Prahran.VIC.3181,-37.8529858,145.0004439,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,186 Victoria Parade,East Melbourne,VIC,3002,186 Victoria Parade.East Melbourne.VIC.3002,-37.8088442,144.9781607,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,2 Leeds St,Footscray,VIC,3011,2 Leeds St.Footscray.VIC.3011,-37.7974318,144.9010827,,,,,,,,,
Religious Organisations,Greek Orthodox Community Of Melbourne & Victoria,168 Lonsdale St,Melbourne,VIC,3000,168 Lonsdale St.Melbourne.VIC.3000,-37.810578,144.9673792,,info@greekcommunity.com.au,,,,,,,
Religious Organisations,Healesville Uniting Church,286 Maroondah Hwy,Healesville,VIC,3777,286 Maroondah Hwy.Healesville.VIC.3777,-37.6538805,145.517995,,jenniewren62@gmail.com,http://healesville.unitingchurch.org.au/,,,99 739 326 576,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Heathmont Interchurch Help Incorporated,136 Canterbury Rd,Heathmont,VIC,3135,136 Canterbury Rd.Heathmont.VIC.3135,-37.8282557,145.2468628,,,,,,,,,
Religious Organisations,Helping Hand Centre Inc,792-806 Heatherton Rd,Springvale,VIC,3171,792-806 Heatherton Rd.Springvale.VIC.3171,-37.9615929,145.1430156,,,,,,,,,
Religious Organisations,Holy Trinity Church,,suppressed,suppressed,,.suppressed.suppressed.,,,,,,,,,,,
Religious Organisations,Hor-Kwong C,,suppressed,suppressed,,.suppressed.suppressed.,,,,,,,,,,,
Religious Organisations,ICCR,,suppressed,suppressed,,.suppressed.suppressed.,,,,,,,,,,,
Religious Organisations,Insight For Living Inc,7/ 9 Jersey Rd,Bayswater,VIC,3153,7/ 9 Jersey Rd.Bayswater.VIC.3153,-37.8402714,145.2800421,,,,,,57 813 130 585,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Institute Of Religious Women,242 Hutt St,Adelaide,SA,5000,242 Hutt St.Adelaide.SA.5000,-34.9339491,138.6127655,,,,,,,,,
Religious Organisations,Interserve Australia Inc,Suites 17 18 653 Mountain Hwy,Bayswater,VIC,3153,Suites 17 18 653 Mountain Hwy.Bayswater.VIC.3153,-37.8416103,145.2610408,,,,,,12 041 298 204,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Islamic Co-Ordinating Hallal Board,155 Lygon St,Brunswick East,VIC,3057,155 Lygon St.Brunswick East.VIC.3057,-37.7732882,144.9710576,,,,,,,,,
Religious Organisations,Islamic Information & Support Centre of Australia (IISCA),31 Edward St,Brunswick,VIC,3056,31 Edward St.Brunswick.VIC.3056,-37.7737195,144.9623236,,info@iisca.org,,,,,,,
Religious Organisations,Islamic Society Of Victoria,90 Cramer St,Preston,VIC,3072,90 Cramer St.Preston.VIC.3072,-37.7390496,144.9931546,,,,,,79 036 396 525,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Islamic Trust of Victoria,201 Sayers Rd,Laverton,VIC,3028,201 Sayers Rd.Laverton.VIC.3028,-37.8525971,144.7219401,,,,,,,,,
Religious Organisations,Jehovah's Witnesses-Kingdom Halls,,Ridgehaven,SA,5097,.Ridgehaven.SA.5097,-34.825444,138.69561,,,,,,,,,
Religious Organisations,Jesus Is The Way Spanish Church,210 Nicholson St,Footscray,VIC,3011,210 Nicholson St.Footscray.VIC.3011,-37.80302,144.898769,,,,,,,,,
Religious Organisations,Jewish Synagogue,59 Argyle St,Hobart,TAS,7000,59 Argyle St.Hobart.TAS.7000,-42.879577,147.3280012,,,,,,,,,
Religious Organisations,Joy Christian Church,14 Station Rd,St Leonards,TAS,7250,14 Station Rd.St Leonards.TAS.7250,-41.4590716,147.1991716,,,,,,64 478 510 572,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Jurien Bay Community Church Non Denominational,,Cervantes,WA,6511,.Cervantes.WA.6511,-30.5017292,115.0762536,,,,,,,,,
Religious Organisations,Kardinia Christian Church,1- 11 Kardinia Dr,Bell Post Hill,VIC,3215,1- 11 Kardinia Dr.Bell Post Hill.VIC.3215,-38.114263,144.3302344,,,www.kardiniachurch.com/home,,,,,,
Religious Organisations,Kardinia Church Warrnambool,35 Hoddle St,Warrnambool,VIC,3280,35 Hoddle St.Warrnambool.VIC.3280,-38.3663285,142.4661585,,sandro.schietroma@kardiniachurch.com,,,,,,,
Religious Organisations,Kimberley Evangelisers Of Youth,,Broome,WA,6725,.Broome.WA.6725,-17.96182,122.236998,,,,,,,,,
Religious Organisations,Kingston SE New Life Centre Inc.,33 James St,Kingston Se,SA,5275,33 James St.Kingston Se.SA.5275,-36.8281034,139.8554227,,kingstonse.nlc@bigpond.com,,,,45 464 073 996,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Kuitpo Community,Kuitpo Community Admnstrn and Rehabilitation,Hope Forest,SA,5172,Kuitpo Community Admnstrn and Rehabilitation.Hope Forest.SA.5172,-35.2795209,138.6212558,,,,,,,,,
Religious Organisations,Leongatha Seventh-day Adventist Church,5 Hassett St,Leongatha,VIC,3953,5 Hassett St.Leongatha.VIC.3953,-38.4752106,145.950584,,krisandgrae@hotmail.com,http://leongatha.adventist.org.au/,,,,,,
Religious Organisations,Liber8 Church,3 Jamieson St,Warrnambool,VIC,3280,3 Jamieson St.Warrnambool.VIC.3280,-38.3772902,142.482727,,info@liber8.org.au,liber8.org.au,,1994,,,,
Religious Organisations,Liberty Life Church,121 Morphett Rd,Camden Park,SA,5038,121 Morphett Rd.Camden Park.SA.5038,-34.961393,138.5369343,,info@libertylife.com.au,www.libertylife.com.au,,,83 008 192 014,Active,Business Name,99% ABN Accuracy
Religious Organisations,Life in the Word and Better Education,1st Floor Suite 6 30- 32 Ellingworth Parade,Box Hill,VIC,3128,1st Floor Suite 6 30- 32 Ellingworth Parade.Box Hill.VIC.3128,-37.8208563,145.1259313,,,,,,,,,
Religious Organisations,LifeWorks Relationship Counselling and Education Services,648 High St,Reservoir,VIC,3073,648 High St.Reservoir.VIC.3073,-37.7299448,145.005701,,,,,,50 071 373 950,Active,Entity Name,99% ABN Accuracy
Religious Organisations,LifeWorks Relationship Counselling and Education Services,5 Everage St,Moonee Ponds,VIC,3039,5 Everage St.Moonee Ponds.VIC.3039,-37.7658162,144.9219058,,lifeworks@lifeworks.com.au,http://www.lifeworks.com.au,,,50 071 373 950,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Lingsu (Aus),499 South Rd,Ashford,SA,5035,499 South Rd.Ashford.SA.5035,-34.9467575,138.5718451,,,,,,,,,
Religious Organisations,Loyal Order of the Moorabbit,,Mabins Well,VIC,2716,.Mabins Well.VIC.2716,-34.922211,145.5389444,,,,,,,,,
Religious Organisations,Lutheran Church Community Care,309 Prospect Rd,Prospect,SA,5082,309 Prospect Rd.Prospect.SA.5082,-34.8673737,138.5930439,,,http://www.lccsa.org.au,,,,,,
Religious Organisations,Mahmood Mosque,6 - 8 Toogood Ave,Beverley,SA,5009,6 - 8 Toogood Ave.Beverley.SA.5009,-34.8978608,138.5442813,,,,,,,,,
Religious Organisations,Manoah-Christian Senior Citizens Homes,86 Mills Rd,Martin,WA,6110,86 Mills Rd.Martin.WA.6110,-32.0801016,116.0226862,,,,,,,,,
Religious Organisations,Melbourne Pastors Network,7 Rimmer St,Mentone,VIC,3194,7 Rimmer St.Mentone.VIC.3194,-37.9752131,145.0595234,,,,,,,,,
Religious Organisations,Methodist Trinity Church,157 Kidds Rd,Doveton,VIC,3177,157 Kidds Rd.Doveton.VIC.3177,-37.9875334,145.2354296,,,tmc.cmca.ws,,,,,,
Religious Organisations,Mikveh Chaya Mousske Schneerson,38 Empress Rd,St Kilda East,VIC,3183,38 Empress Rd.St Kilda East.VIC.3183,-37.867862,145.0017077,,,,,,,,,
Religious Organisations,Millennium Christian Life Centre The,78 Atherton Rd,Oakleigh,VIC,3166,78 Atherton Rd.Oakleigh.VIC.3166,-37.8993898,145.0935136,,,,,,,,,
Religious Organisations,Millennium Life Charity Organisation,229 New St,Brighton,VIC,3186,229 New St.Brighton.VIC.3186,-37.9124586,144.9913545,,,,,2000,,,,
Religious Organisations,Moral Re Armament,,suppressed,suppressed,,.suppressed.suppressed.,,,,,www.au.iofc.com,,,,,,
Religious Organisations,Moral Rearmament,226 Kooyong Rd,Toorak,VIC,3142,226 Kooyong Rd.Toorak.VIC.3142,-37.840517,145.023803,,,,,,,,,
Religious Organisations,Morley Worship Centre,328 Walter Rd,Morley,WA,6062,328 Walter Rd.Morley.WA.6062,-31.8950401,115.9056642,,,,,,,,,
Religious Organisations,Native Valley Bible Fellowship,,Nairne,SA,5252,.Nairne.SA.5252,-35.036328,138.9126371,,,,,,75 665 516 239,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Ninga Mia Fellowship,Ninga Mia Village,Kalgoorlie,WA,6430,Ninga Mia Village.Kalgoorlie.WA.6430,-30.7315796,121.4920321,,,,,,,,,
Religious Organisations,OAC Ministries (Aust) Ltd,Unit 2/ 9-11 Highview Dr,Doncaster,VIC,3108,Unit 2/ 9-11 Highview Dr.Doncaster.VIC.3108,-37.7928507,145.1314576,,,,,,,,,
Religious Organisations,"Office Of Justice,Ecology & Peace",,Broome,WA,6725,.Broome.WA.6725,-17.96182,122.236998,,,,,,,,,
Religious Organisations,Oracle Ministry,16 Martin St,Thornbury,VIC,3071,16 Martin St.Thornbury.VIC.3071,-37.7611764,145.0016105,,minister@oracleministry.com,http://www.oracleministry.com,,,,,,
Religious Organisations,Order Of St Luke The Physician (Australasia),112 100 Harold St,Wantirna,VIC,3152,112 100 Harold St.Wantirna.VIC.3152,-37.853066,145.2276675,,natsec@osl.org.au,Visit Us,,,,,,
Religious Organisations,Order Of The Cross (melb Group) The,42 Terrara Rd,Vermont,VIC,3133,42 Terrara Rd.Vermont.VIC.3133,-37.8415395,145.1898667,,,,,,,,,
Religious Organisations,Origins Centre The,Jayes Rd,Balingup,WA,6253,Jayes Rd.Balingup.WA.6253,-33.7797198,116.0197058,,origins@iinet.com.au,http://origins.mysouthwest.com.au,,,,,,
Religious Organisations,Our Lady's Parish Church Craigieburn,171 Craigieburn Rd,Craigieburn,VIC,3064,171 Craigieburn Rd.Craigieburn.VIC.3064,-37.5984792,144.931031,,info@ourladys.org,http://www.our-ladys.org,,1985,,,,
Religious Organisations,Perth Bible College (Inc),1 College Ct,Karrinyup,WA,6018,1 College Ct.Karrinyup.WA.6018,-31.8733785,115.7668804,,college@pbc.wa.edu.au,http://http://www.pbc.wa.edu.au,,,52 599 089 532,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Planetshakers Church,40 Lakeside Bvd,Pakenham,VIC,3810,40 Lakeside Bvd.Pakenham.VIC.3810,-38.0655804,145.4529561,,southeast@planetshakers.com,www.planetshakers.com/australia/southeast,,,,,,
Religious Organisations,Planetshakers Church,360 Main Rd,Lower Plenty,VIC,3093,360 Main Rd.Lower Plenty.VIC.3093,-37.7302994,145.1278408,,web@planetshakers.com,www2.planetshakers.com/australia/northeast,,,,,,
Religious Organisations,Pontian Brotherhood Of SA Incorporated,674 Torrens Rd,Pennington,SA,5013,674 Torrens Rd.Pennington.SA.5013,-34.8629417,138.5286095,,,,,,,,,
Religious Organisations,Poor Clare Monastery,18-20 Edwards Rd,Kennington,VIC,3550,18-20 Edwards Rd.Kennington.VIC.3550,-36.7680811,144.3057445,,,,,,,,,
Religious Organisations,Post Disaster Ministry,212 Pirie St,Adelaide,SA,5000,212 Pirie St.Adelaide.SA.5000,-34.9251189,138.6076449,,,,,,,,,
Religious Organisations,Potters House Christian Church Geelong,23 Elizabeth St,Geelong West,VIC,3218,23 Elizabeth St.Geelong West.VIC.3218,-38.1399635,144.3397553,,grplum@gmail.com,http://www.geelongchurch.com,,,,,,
Religious Organisations,Potters House Christian Fellowship Dandenong,Lvl 1/ 1-7 Langhorne St,Dandenong,VIC,3175,Lvl 1/ 1-7 Langhorne St.Dandenong.VIC.3175,-37.986723,145.2147225,,,,,,,,,
Religious Organisations,Prayer Room,92 Gascoyne Way,Cooloongup,WA,6168,92 Gascoyne Way.Cooloongup.WA.6168,-32.3050958,115.7663257,,,,,,,,,
Religious Organisations,Presbyterian Youth Victoria,268 Canterbury Rd,Heathmont,VIC,3135,268 Canterbury Rd.Heathmont.VIC.3135,-37.8326858,145.2351997,,,,,,,,,
Religious Organisations,Presentation Sisters Convent,,Myrtleford,VIC,3737,.Myrtleford.VIC.3737,-36.5533215,146.724543,,,,,,,,,
Religious Organisations,Prison Fellowship Of Australia - WA Council,Unit 3/ 436 Lord St,Mt Lawley,WA,6050,Unit 3/ 436 Lord St.Mt Lawley.WA.6050,-31.938645,115.8775682,,,,,,35 550 201 911,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Purpose Living City Church,"Melbourne High School, T 29, Alexandra Ave",South Yarra,VIC,3141,"Melbourne High School, T 29, Alexandra Ave.South Yarra.VIC.3141",-37.8296188,144.9868789,,,,,,,,,
Religious Organisations,Quakers (Religious Society of Friends),14 Desaumarez St,Kensington Park,SA,5068,14 Desaumarez St.Kensington Park.SA.5068,-34.9217416,138.6578594,,,,,,,,,
Religious Organisations,Redemption Churches,,suppressed,suppressed,,.suppressed.suppressed.,,,,Truth@RedemptionChurches.com,,,,,,,
Religious Organisations,Riverview Bible College,1 Thorogood St,Burswood,WA,6100,1 Thorogood St.Burswood.WA.6100,-31.9664187,115.8936707,,,,,,,,,
Religious Organisations,Salesians of Don Bosco,1A Ventnor St,Chadstone,VIC,3148,1A Ventnor St.Chadstone.VIC.3148,-37.8902687,145.0985884,,,,,,,,,
Religious Organisations,Salesians of Don Bosco,Lysterfield Rd,Lysterfield,VIC,3156,Lysterfield Rd.Lysterfield.VIC.3156,-37.9164421,145.299905,,,,,,,,,
Religious Organisations,Salvation Army Corps The,70 Henna St,Warrnambool,VIC,3280,70 Henna St.Warrnambool.VIC.3280,-38.3791485,142.4782361,,,,,,,,,
Religious Organisations,Salvos Ferntree Gully,3/ 1841 Ferntree Gully Rd,Mountain Gate,VIC,3156,3/ 1841 Ferntree Gully Rd.Mountain Gate.VIC.3156,-37.8830794,145.2710659,,,http://www.salvationarmy.org.au,,,,,,
Religious Organisations,Scripture Union In N.T.,,suppressed,suppressed,,.suppressed.suppressed.,,,,info@sunt.org.au,http://sunt.org.au,,,,,,
Religious Organisations,Seventh Day Adventist Church (Sale),53 Stawell St,Sale,VIC,3850,53 Stawell St.Sale.VIC.3850,-38.1029685,147.0644679,,,,,,,,,
Religious Organisations,Seventh Day Adventists Churches,101 Lava St,Warrnambool,VIC,3280,101 Lava St.Warrnambool.VIC.3280,-38.3826427,142.4860668,,,,,,,,,
Religious Organisations,Seventh Day Adventists Churches,71 King St,Hamilton,VIC,3300,71 King St.Hamilton.VIC.3300,-37.7304953,142.0127802,,,,,,,,,
Religious Organisations,Seventh Day Adventists Churches,85 Cape Nelson Rd,Portland,VIC,3305,85 Cape Nelson Rd.Portland.VIC.3305,-38.3628608,141.6041979,,,,,,,,,
Religious Organisations,Sikh Cultural Society of Victoria The,344 Hume Hwy,Craigieburn,VIC,3064,344 Hume Hwy.Craigieburn.VIC.3064,-37.6128133,144.9475039,,,,,,,,,
Religious Organisations,Sikh Society Of South Australia Inc,10 Mt Barker Rd,Glen Osmond,SA,5064,10 Mt Barker Rd.Glen Osmond.SA.5064,-34.9636077,138.6450924,,,,,,87 775 890 155,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Silver City CRC,,suppressed,suppressed,,.suppressed.suppressed.,,,,,,,,,,,
Religious Organisations,Sirius USEIT,1 Inez Ave,Eltham,VIC,3095,1 Inez Ave.Eltham.VIC.3095,-37.7102348,145.1415282,,,www.siriususeit.com/cp.html,,,,,,
Religious Organisations,Slavic Gospel Association,351 Princes Hwy,Noble Park,VIC,3174,351 Princes Hwy.Noble Park.VIC.3174,-37.9644458,145.1908639,,,,,,31 731 714 749,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Soul Care Industries,,Ocean Grove,VIC,3226,.Ocean Grove.VIC.3226,-38.2573292,144.5382417,,,,,,,,,
