Name,Categories,Address,City,State,Postcode,Phone,Fax,Latitude,Longitude,Employees,Established,ABN_Status,ABN,ABN_Name,Accuracy,ABN_2,ACN
Legend Care,Hospitals,30 Berry St,Clyde,NSW,2142,(02) 9637 3144,,-33.834508,151.017861,,,Active,82 227 361 502,Trading Name,50%,,
Kalcare,Hospitals,4/ 10 Uppill Pl,Wangara,WA,6065,0420 224 967,,-31.785059,115.812407,,,Active,44 701 634 518,Trading Name,50%,,
EuroFood Shop,Hospitals,,Clayton South,VIC,3169,0410 225 649,,-37.939807,145.1332686,,,Active,85 149 913 333,Business Name,50%,,
Darkroom Technologies,Hospitals,Fcty 8/ 9 Greaves St,Dandenong,VIC,3175,(03) 9793 3448,,-37.99243,145.20797,,,Active,45 087 688 613,Business Name,50%,,
Blooms The Chemist,Hospitals,401 Princes Hwy,Woonona,NSW,2517,(02) 4285 4500,,-34.341956,150.906333,,,Active,64 003 584 718,Business Name,50%,,
ArjoHuntleigh,Hospitals,Level 2 4 Talavera Rd,Macquarie Park,NSW,2113,1800 072 040,,-33.781595,151.131033,,,Active,75 007 200 900,Business Name,50%,,
Aidacare Pty Ltd,Hospitals,355 Urana Rd,Lavington,NSW,2641,(02) 6040 3444,,-36.04919,146.930859,,,Active,40 134 398 833,Entity Name,50%,,
Scientific Technical Services,Hospitals,Rear 307 Selby St,Osborne Park,WA,6017,(08) 9244 4628,,-31.90731,115.803151,,,Active,22 069 774 992,Business Name,75%,,
Lightning Industries,Hospitals,9 Aurora Ave,Queanbeyan,NSW,2620,1800 659 985,,-35.338739,149.244293,,,Active,54 613 178 027,Trading Name,75%,,
L.R. Instruments Pty Ltd,Hospitals,Unit 7 100 New St,Ringwood,VIC,3134,1800 337 048,,-37.82064,145.21836,,,Active,69 167 674 142,Entity Name,75%,,
Calvary Health Care Bethlehem Limited,Hospitals,476 Kooyong Rd,Caulfield,VIC,3162,(03) 9596 8998,,-37.89718,145.01343,,,Active,81 105 303 704,Entity Name,75%,,
Advance Call,Hospitals,Unit D 5 13-15 Forrester St,Kingsgrove,NSW,2208,(02) 9554 3222,,-33.938869,151.097302,,,Active,61 165 621 992,Business Name,75%,,
Ackermann,Hospitals,15 Harker St,Burwood,VIC,3125,(03) 9889 8833,,-37.85337,145.10444,,,Active,71 074 198 584,Business Name,75%,,
Wintur Healthcare,Hospitals,18 Walker St,South Windsor,NSW,2756,1300 307 900,,-33.623067,150.810418,,,Active,15 119 824 332,Business Name,100%,,
Thomas Textiles,Hospitals,52 Colebard St,Acacia Ridge,QLD,4110,(07) 3274 2066,,-27.5819,153.00564,,,Active,50 009 673 447,Business Name,100%,,
Smart-Caller Pty Ltd,Hospitals,5/ 270 Lower Dandenong Rd,Mordialloc,VIC,3195,(03) 9588 0833,,-37.98605,145.10006,,,Active,14 217 255 933,Trading Name,100%,,
Service Assist,Hospitals,21/ 128 Canterbury Rd,Kilsyth,VIC,3137,(03) 9761 4722,(03) 9872 5288,-37.822383,145.308606,,,Active,59 159 959 743,Business Name,100%,,
National Surgical Corporation,Hospitals,38 Alexander Ave,Taren Point,NSW,2229,(02) 9524 7046,,-34.020323,151.124671,,,Active,36 141 239 567,Entity Name,100%,,
Malmet (Australia) Pty Ltd,Hospitals,,Leeton,NSW,2705,(02) 6953 7677,,-34.5514365,146.4067212,,,Active,95 001 717 791,Entity Name,100%,,
KTR Group,Hospitals,,Pakenham,VIC,3810,1300 669 507,,-38.0784936,145.4826278,,,Active,56 006 552 085,Trading Name,100%,,
KCI Medical Australia Pty Ltd,Hospitals,Level 7 15 Orion Rd,Lane Cove West,NSW,2066,1800 815 529,,-33.80753,151.1497,,,Active,47 056 073 468,Entity Name,100%,,
Hospital At Home,Hospitals,Unit 1/ 30 Heathcote Rd,Moorebank,NSW,2170,(02) 9601 7757,,-33.93146,150.93324,,,Active,43 003 109 073,Other Name,100%,,
H E Technical Services Pty Ltd,Hospitals,Factory 6 / 8 Concord Crst,Carrum Downs,VIC,3201,(03) 9775 0557,,-38.10022,145.16972,,,Active,55 006 814 526,Entity Name,100%,,
Emery Industries Pty Ltd,Hospitals,31 Demand Ave,Arundel,QLD,4214,(07) 5594 8400,,-27.940295,153.378239,,,Active,18 125 974 745,Entity Name,100%,,
Delta Medical,Hospitals,90 Chetwynd St,Loganholme,QLD,4129,(07) 3209 9733,(07) 3209 9744,-27.681912,153.194114,Nov-20,1983,Active,20 059 342 086,Business Name,100%,20 059 342 086,059 342 086
Confident Care Products,Hospitals,65 Williamson Rd,Ingleburn,NSW,2565,1800 020 025,,-33.992662,150.855179,,,Active,11 071 043 662,Business Name,100%,,
B. Braun Australia Pty Ltd,Hospitals,Level 5 7-9 Irvine Pl,Bella Vista,NSW,2153,(02) 9629 0200,,-33.739262,150.947134,,,Active,56 002 945 155,Entity Name,100%,,
Warrick Mark Thomas Surgical,Hospitals,10 May Ave,Subiaco,WA,6008,(08) 9381 2333,,-31.94656,115.83174,,,,,,,,
Surgical Supplies,Hospitals,Unit 17 Metro Centre 38- 46 South St,Rydalmere,NSW,2116,(02) 9638 2100,,-33.817228,151.03915,,,,,,,,
Steritech Pty Ltd,Hospitals,160 South Gippsland Hwy,Dandenong South,VIC,3175,(03) 8726 5566,(03) 9701 3158,-38.014155,145.230407,,,,,,,,
Southern Cross Hospital Supplies,Hospitals,175 Briens Rd,Northmead,NSW,2152,(02) 9890 5088,,-33.797512,150.982963,,,,,,,,
Regional Healthcare,Hospitals,8 Michael St,Brunswick,VIC,3056,(03) 9389 0400,,-37.772273,144.95982,,,,,,,,
Rauland Australia Pty Ltd,Hospitals,52 Lothian St,North Melbourne,VIC,3051,(03) 9328 5811,,-37.801887,144.944935,,,,,,,,
Professional Dental Equipment Services Pty Ltd,Hospitals,Unit 10 1029 Manly Rd,Tingalpa,QLD,4173,(07) 3847 2825,,-27.474845,153.133553,,1990,,,,,,
Perfusion Services Pty Ltd,Hospitals,Unit 2/ 91 Tulip St,Cheltenham,VIC,3192,(03) 9585 6011,,-37.96324,145.03334,,,,,,,,
Performance Fabrics,Hospitals,111 Beach Rd,Wangi Wangi,NSW,2267,(02) 4975 5306,,-33.07149,151.57204,,,,,,,,
Moffat Pty Ltd,Hospitals,Unit 3 142 James Ruse Dr,Parramatta,NSW,2150,1800 023 953,,-33.81733,151.02142,,,,,,,,
Midmed Pty Ltd,Hospitals,4 62 Borthwick Ave,Murarrie,QLD,4172,1300 643 633,,-27.455921,153.104719,,,,,,,,
Merlon,Hospitals,339 William St,West Melbourne,VIC,3003,(03) 9329 8885,,-37.80771,144.9542,,,,,,,,
Merlon,Hospitals,,Seven Hills,NSW,1730,(02) 9676 1632,,-33.7762275,150.9323148,,,,,,,,
Medical Devices Pty Ltd,Hospitals,76 Tennyson Rd,Mortlake,NSW,2137,(02) 9743 3888,,-33.84177,151.107312,,,,,,,,
McFarlane Medical & Scientific Equipment,Hospitals,443 Canterbury Rd,Surrey Hills,VIC,3127,(03) 9836 7777,,-37.825048,145.091893,,,,,,,,
Little Green Panda,Hospitals,,Melbourne,VIC,3000,(03) 9069 9426,,-37.813985,144.963114,1-Oct,2019,,,,,70 632 157 290,
Life Mobility,Hospitals,24 Cooperate Blv,Bayswater,VIC,3153,(03) 9729 5552,,-37.839247,145.283981,,,,,,,,
KTR Group incorporating GT Jones Communications,Hospitals,3/ 901 Princess Hwy,Pakenham,VIC,3810,1300 669 507,,-38.06236,145.46066,,,,,,,,
HCAH,Hospitals,1 Carinish Rd,Oakleigh South,VIC,3167,(03) 9540 0199,,-37.914489,145.107772,,,,,,,,
Gren Innovation Pty Ltd,Hospitals,,Gordon,NSW,2072,0411 176 626,,-33.7555157,151.1521331,,,,,,,,
Douglas Bean (Aust.) Pty Ltd,Hospitals,84 Lewis Rd,Wantirna South,VIC,3152,1800 338 212,(03) 9887 0149,-37.865687,145.250748,Nov-20,,,,,,22 005 443 863,
Clipper Plastics Pty Ltd,Hospitals,5 Bessemer Rd,Bayswater North,VIC,3153,(03) 9729 8244,,-37.818322,145.29901,,,,,,,,
Cattani Australia,Hospitals,280 Dundas St,Thornbury,VIC,3071,(03) 9484 1120,,-37.75569,145.028771,,,,,,,,
CareWell Health,Hospitals,78-90 Old Canterbury Rd,Lewisham,NSW,2049,(02) 9564 0684,,-33.893758,151.144704,,,,,,,,
Caretech Systems Pty Ltd,Hospitals,2/ 19 Redcliffe Gardens Dr,Clontarf,QLD,4019,(07) 3284 2700,,-27.235946,153.078655,,,,,,,,
Air Liquide Healthcare,Hospitals,40 Bunnett St,Sunshine North,VIC,3020,,,-37.76313,144.842388,,,,,,,41 002 653 045,002 653 045
Air Liquide Healthcare,Hospitals,Locked Bag 1008,Rosebery,NSW,1445,,,-33.9225153,151.2041012,,,,,,,41 002 653 045,002 653 045
Advanced Electronic Services,Hospitals,20 Mulsanne Way,Warranwood,VIC,3134,(03) 9879 0562,,-37.77434,145.24302,,,,,,,,
Adteck Pty Ltd,Hospitals,Unit 3c/ 13 Forrester St,Kingsgrove,NSW,2208,(02) 9554 3222,,-33.93887,151.0973,,,,,,,,
Ackermann,Hospitals,Unit 3/ 29 Mitchell Rd,Brookvale,NSW,2100,(02) 9939 0933,,-33.76479,151.27457,,,,,,,,
Water Chair Company,Hospitals,42 Alexander Ave,Taren Point,NSW,2229,(02) 9531 1699,,-34.020525,151.124628,,,,,,,,
Vost K.G. Pty Ltd,Hospitals,3 Mundowi Rd,Mt Kuring Gai,NSW,2080,1800 658 333,,-33.642647,151.129664,,,,,,,,
USCOM Ltd,Hospitals,Lvl 7/ 10 Loftus St,Sydney,NSW,2000,(02) 9247 4144,,-33.86257,151.21067,,,,,,,,
Turner Bros Furnishings P/L,Hospitals,10 Vincent St,Marrickville,NSW,2204,(02) 8594 0700,,-33.911535,151.162978,,,,,,,,
Steritech Pty Ltd,Hospitals,5 Widemere Rd,Wetherill Park,NSW,2164,(02) 9609 5566,,-33.838379,150.912227,,,,,,,,
Stainless Steel Hospital Equipment,Hospitals,6 O'Malley St,Osborne Park,WA,6017,(08) 9446 6322,,-31.904338,115.809167,,,,,,,,
Silverglo Stainless Steel Pty Ltd,Hospitals,27 - 31 Arthurton Rd,Northcote,VIC,3070,(03) 9486 2688,(03) 9482 2250,-37.769559,144.996721,,1985,,,,,72 079 084 450,
Selkirk Hospital Services,Hospitals,62 Milne St,Templestowe,VIC,3106,(03) 9846 8272,,-37.752153,145.128984,,,,,,,,
Sedco Direct NSW,Hospitals,Unit 15/ 35 Higginbotham Rd,Gladesville,NSW,2111,(02) 9807 6991,,-33.81748,151.12396,,,,,,,,
Reynard Health Supplies (Aust),Hospitals,8 Ridge St,North Sydney,NSW,2060,1300 667 199,,-33.832296,151.205882,,,,,,,,
Rem Systems Pty Ltd,Hospitals,Unit 3 2 Eden Park Dr,North Ryde,NSW,2113,(02) 9878 0992,,-33.785422,151.130921,,,,,,,,
Mermed Aust Pty Ltd,Hospitals,Unit 3 30 Holbeche Rd,Arndell Park,NSW,2148,(02) 9672 7073,,-33.78909,150.88263,,,,,,,,
Medisurg Pty Ltd,Hospitals,3/ 74 Ishmael Rd,Earlville,QLD,4870,,,-16.943504,145.743329,,,,,,,,
Medical & Optical Instruments Australia Pty Ltd,Hospitals,81 Whiting St,Artarmon,NSW,2064,(02) 9439 6677,,-33.816377,151.180407,,,,,,,,
Malone Hospital Services,Hospitals,24 Tathra St,Gosford West,NSW,2250,(02) 4323 9731,,-33.41638,151.31685,,,,,,,,
Lockelec Innovation,Hospitals,14 Capital Ct,Braeside,VIC,3195,(03) 9587 5645,,-37.995396,145.109634,,,,,,,,
Lightning Industry,Hospitals,,Sydney,NSW,2000,1800 659 985,,-33.87276349,151.2053446,,,,,,,,
"Latham Handrails, Bumprails & Wall Protection",Hospitals,,Gladesville,NSW,2111,,,-33.8324481,151.1270573,,,,,,,,
Kendro Laboratory Products,Hospitals,Unit 4 2- 6 Orion Rd,Lane Cove,NSW,2066,(02) 9936 1540,,-33.80779,151.14734,,,,,,,,
John Beazley & Co Pty Ltd,Hospitals,3 Pilcher St,Enfield,NSW,2136,(02) 9642 6622,,-33.89696,151.07681,,,,,,,,
ITE Systems,Hospitals,172 Warrigal Rd,Oakleigh,VIC,3166,(03) 9570 4742,,-37.90845,145.085705,,,,,,,,
HSD Medstor Pty Ltd,Hospitals,Unit 8/ 98 Old Pittwater Rd,Brookvale,NSW,2100,(02) 9905 9766,,-33.76279,151.263051,,,,,,,,
Howard Wright Pty Ltd,Hospitals,1/ 2 Production Rd,Taren Point,NSW,2229,1800 120 727,,-34.02239,151.12575,,,,,,,,
Heritage Contract Systems,Hospitals,29 Prime Dr,Seven Hills,NSW,2147,(02) 9838 4111,,-33.772332,150.952664,,,,,,,,
Healthcare Furniture Aust,Hospitals,1F Marine Parade,Abbotsford,VIC,3067,(03) 9417 5055,,-37.803353,144.998602,,,,,,,,
Gambro Pty Ltd,Hospitals,Unit 33 121 Kerry Rd,Archerfield,QLD,4108,(07) 3216 7544,,-27.57063,153.02048,,,,,,,,
Gambro Pty Ltd,Hospitals,Suite 2 / Level 4 62 Norwest Blv,Baulkham Hills,NSW,2153,(02) 8852 3700,,-33.735919,150.957465,1001+,1964,,,,,,
Ergotec Health Systems,Hospitals,14 Timaru St,Turramurra,NSW,2074,0414 478 714,,-33.739326,151.130724,,,,,,,,
Endocorp Pty Ltd,Hospitals,,Oakleigh,VIC,3166,(03) 9569 4833,,-37.89846,145.088379,,,,,,,,
EHS Equipment & Hospitality Supplies,Hospitals,263 Ford St,Berserker,QLD,4701,(07) 4926 1174,,-23.356397,150.525569,,,,,,,,
E.M.T. Healthcare,Hospitals,Unit 4 11 Ponderosa Parade,Warriewood,NSW,2102,(02) 9979 4111,,-33.68089,151.2886,,,,,,,,
Donaldson Imaging,Hospitals,143 Pacific Hwy,Hornsby,NSW,2077,(02) 9476 6628,,-33.704231,151.097209,,,,,,,,
DENTSPLY#(Aust) #Pty #Ltd,Hospitals,Unit 1 8 Railway Tce,Dutton Park,QLD,4102,1300 552 929,,-27.49948,153.02882,,,,,,,,
Crow Furnishings Pty Ltd,Hospitals,Unit 12- 5 Salisbury Rd,Castle Hill,NSW,2154,(02) 9659 5614,,-33.729706,150.974862,,,,,,,47 001 130 623,
CodaCare,Hospitals,Unit 7/ 40 Abbotts Rd,Dandenong South,VIC,3175,1800 771 381,,-38.032678,145.218288,,,,,,,,
Chipmonk Pty Ltd,Hospitals,31 Lingara Ave,Palmwoods,QLD,4555,(07) 5457 3324,,-26.691963,152.950264,,,,,,,,
Campbell Wolf (Aust) Pty Ltd,Hospitals,,Nunawading,VIC,3131,(03) 9561 1007,,-37.8204155,145.1760749,,,,,,,,
Calltec Qld Pty Ltd,Hospitals,Unit 11/ 441 Nudgee Rd,Hendra,QLD,4011,(07) 3868 4033,,-27.416502,153.075581,,,,,,,,
C / S Group The,Hospitals,1 Endeavour Rd,Caringbah,NSW,2229,(02) 8543 4000,,-34.030394,151.131017,,,,,,,,
Boltech Communication Systems Pty Ltd,Hospitals,Unit 16/ 172 Redland Bay Rd,Capalaba,QLD,4157,(07) 3161 1178,(07) 3245 4387,-27.533767,153.202019,,,,,,,,
Bernard G Boulton,Hospitals,46 Hume St,Ringwood East,VIC,3135,(03) 9729 1538,,-37.82299,145.2595,,,,,,,,
Bed Alarms,Hospitals,Unit 1 33 Jade Dr,Molendinar,QLD,4214,0408 737 080,,-27.98104,153.361758,,,,,,,,
Australian Medical Chairs & Trolleys,Hospitals,Factory 1 84- 86 Industry Dr,Tweed Heads South,NSW,2486,(07) 5513 1007,,-28.20038,153.541635,,,,,,,,
Australia Medustar Pty Ltd,Hospitals,,Castle Hill,NSW,1765,(02) 8850 1681,,-33.7328755,151.0049495,,,,,,,,
Asbra Latham Wall Protection,Hospitals,14 Tennyson Rd,Gooseberry Hill,WA,6076,1300 528 426,,-31.962424,116.054562,,,,,,,,
Asbra Latham Wall Protection,Hospitals,,Perth,WA,6000,1300 528 426,,-31.95285358,115.8573142,,,,,,,,
Asbra Latham Wall Protection,Hospitals,,Gladesville,NSW,2111,1300 528 426,,-33.8324481,151.1270573,,,,,,,,
Arthur Bailey Surgico Pty Ltd,Hospitals,55 Lilyfield Rd,Rozelle,NSW,2039,(02) 9555 1588,,-33.868339,151.173199,,1920,,,,,,
Advanced Healthcare Furniture,Hospitals,28 Partridge Crst,Frankston,VIC,3199,(03) 9770 9011,,-38.17278,145.15508,,,,,,,,
Admed Hospital Supplies Pty Ltd,Hospitals,4 Noonan Pl,Ingleburn,NSW,1890,1300 133 120,,-33.98851,150.86234,,,,,,,,
Acetek Systems Pty Ltd,Hospitals,Unit 1/ 105 Derby St,Silverwater,NSW,2264,(02) 8748 9000,,-33.833325,151.038108,,,,,,,,
Yea & District Memorial,Hospitals,45 Station St,Yea,VIC,3717,(03) 5736 0400,,-37.213597,145.430948,,,Active,89 549 896 178,Entity Name,25%,,
W P Holman Clinic,Hospitals,"Level 1, Launceston General Hospital, Charles Street",Launceston,TAS,7250,(03) 6777 6140,,-41.440583,147.139574,,,Active,71 522 972 054,Entity Name,25%,,
Uniting Church in Australia,Hospitals,,Mt Lofty,QLD,4350,(07) 4637 8751,,-27.5474426,151.9656789,,,Active,25 813 299 067,Trading Name,25%,,
Townsville General,Hospitals,100 Angus Smith Dr,Douglas,QLD,4814,(07) 4796 1111,,-19.3207,146.76204,,,Active,77 969 261 135,Business Name,25%,,
Third Avenue Surgery,Hospitals,779 Beaufort St,Mt Lawley,WA,6050,(08) 9272 5533,,-31.92662,115.879159,,,Active,98 119 667 613,Trading Name,25%,,
Sunshine Coast University Public Hospital,Hospitals,6 Doherty St,Birtinya,QLD,4575,(07) 5202 0000,,-26.747047,153.113353,,,Active,50 475 567 255,Business Name,25%,,
St Vincent's Hospital Melbourne,Hospitals,41 Victoria Parade,Fitzroy,VIC,3065,(03) 9288 2211,(03) 9231 3399,-37.807556,144.975142,1001+,1893,Active,22 052 110 755,Entity Name,25%,22 052 110 755,
St Helens District Hospital,Hospitals,10 Annie St,St Helens,TAS,7216,(03) 6387 5570,,-41.317677,148.241429,,,Active,15 359 196 040,DGR Name,25%,,
Rosemount Hospital,Hospitals,Cartwright St,Windsor,QLD,4030,(07) 3624 1228,,-27.437797,153.033199,,,Active,45 128 891 298,Entity Name,25%,,
Queen Elizabeth Centre,Hospitals,102 Ascot St South,Ballarat,VIC,3350,(03) 5320 3700,,-37.562622,143.843955,,,Active,23 237 300 347,Entity Name,25%,,
Port Augusta Hospital,Hospitals,Hospital Rd,Port Augusta,SA,5700,(08) 8648 5500,,-32.505032,137.775052,,,Active,74 073 811 337,Entity Name,25%,,
Peterborough Soldiers? Memorial Hospital,Hospitals,23 Hurlstone St,Peterborough,SA,5422,(08) 8651 0400,,-32.980922,138.830314,,,Active,57 341 145 081,Entity Name,25%,,
Peter James Centre,Hospitals,New St,Ringwood,VIC,3134,(03) 9881 1126,,-37.81595,145.220617,,,Active,34 699 519 742,Entity Name,25%,,
Palmers Medical Centre,Hospitals,228A Sayers Rd,Truganina,VIC,3029,(03) 9908 2555,,-37.8535,144.744284,,,Active,55 489 515 483,Entity Name,25%,,
Osborne Park Hospital,Hospitals,Osborne Pl,Stirling,WA,6021,(08) 9346 8000,,-31.886679,115.804302,,,Active,45 454 754 876,Entity Name,25%,,
Northern Yorke Private Hospital,Hospitals,Ernest Tce,Wallaroo,SA,5556,(08) 8823 0200,,-33.930126,137.637326,,,Active,59 320 402 923,Entity Name,25%,,
Nambour General Hospital,Hospitals,Hospital Rd,Nambour,QLD,4560,(07) 5470 6600,,-26.622954,152.95478,,,Active,64 510 827 930,Entity Name,25%,,
Mount Pleasant District Hospital,Hospitals,28 Hospital Rd,Mt Pleasant,SA,5235,(08) 8568 0000,,-34.773802,139.05453,,,Active,21 697 081 503,Entity Name,25%,,
Mount Pleasant District Hospital,Hospitals,2 Albert St,Gumeracha,SA,5233,(08) 8209 9200,,-34.825559,138.881122,,,Active,21 697 081 503,Entity Name,25%,,
Moora Hospital,Hospitals,Dandaragan St,Moora,WA,6510,(08) 9651 0222,,-30.638847,115.996337,,,Active,88 468 387 861,Entity Name,25%,,
McLaren Vale & Districts War Memorial Hospital,Hospitals,Aldersey St,McLaren Vale,SA,5171,(08) 8323 6600,,-35.224311,138.544119,,,Active,47 542 553 950,Entity Name,25%,,
Maroondah Hospital,Hospitals,Davey Dr,Ringwood East,VIC,3135,1300 342 255,,-37.807061,145.255736,,,Active,76 523 046 904,Entity Name,25%,,
Jericho Bush Nursing Centre,Hospitals,Pasteur St,Jericho,QLD,4728,(07) 4651 4235,,-23.603326,146.125242,,,Active,80 852 209 948,Trading Name,25%,,
Hawthorn House,Hospitals,,Mt Hawthorn,WA,6016,(08) 9201 9599,,-31.9210631,115.8378226,,,Active,22 095 287 988,Entity Name,25%,,
Harvey District Hospital,Hospitals,45 Hayward St,Harvey,WA,6220,(08) 9729 1004,,-33.077264,115.896843,,,Active,98 988 185 103,Entity Name,25%,,
Gumeracha District Soldiers' Memorial Hospital,Hospitals,2 Albert St,Gumeracha,SA,5233,(08) 8209 9200,,-34.825559,138.881122,,,Active,15 550 326 037,Entity Name,25%,,
Glenview Home,Hospitals,2 Albert St,Gumeracha,SA,5233,(08) 8209 9290,,-34.825559,138.881122,,,Active,50 820 620 629,Trading Name,25%,,
Daylesford District Hospital,Hospitals,Hospital St,Daylesford,VIC,3460,(03) 5321 6500,,-37.337604,144.144847,,,Active,35 325 775 199,Entity Name,25%,,
Croydon Hospital,Hospitals,Sircon St,Croydon,QLD,4871,(07) 4745 6133,,-18.2039217,142.2446333,,,Active,55 024 872 353,Entity Name,25%,,
Coast Joint Care,Hospitals,Maroochy Waters Shopping Centre Denna St,Maroochydore,QLD,4558,(07) 5443 1033,,-26.642472,153.068572,,,Active,99 112 232 514,Entity Name,25%,,
Charters Towers,Hospitals,Gill St,Charters Towers,QLD,4820,(07) 4787 1099,,-20.076297,146.258463,,,Active,18 410 990 342,Other Name,25%,,
Carer Respite Centre,Hospitals,260-294 Kooyong Rd,Caulfield,VIC,3162,(03) 9276 6400,,-37.882773,145.017645,,,Active,13 993 250 709,Other Name,25%,,
Canberra Microsurgery,Hospitals,16 Wilbow St,Phillip,ACT,2606,(02) 6217 5000,,-35.345892,149.089718,,,Active,88 159 809 122,Entity Name,25%,,
Canberra Hospital,Hospitals,Yamba Dr,Garran,ACT,2605,(02) 5124 0000,,-35.345912,149.100637,,1973,Active,82 049 056 234,Other Name,25%,,
Calvary Health Care,Hospitals,30 Cascade Rd,South Hobart,TAS,7004,(02) 6223 7444,,-42.895721,147.306326,,,Active,75 081 149 126,Entity Name,25%,,
Bunbury Hospital,Hospitals,"Bussell Highway (cnr Robertson Drive),",Bunbury,WA,6230,(08) 9722 1600,,-33.346902,115.668621,,,Active,21 930 207 958,Business Name,25%,,
Bendigo Hospital Pathology Services,Hospitals,Arnold St,Bendigo,VIC,3550,(03) 5454 8950,,-36.750701,144.284118,,,Active,26 875 445 912,Other Name,25%,,
Barrett Adolescent Centre,Hospitals,Orford Dr,Wacol,QLD,4076,(07) 3271 8760,,-27.596197,152.914767,,,Active,95 170 964 246,Entity Name,25%,,
Augusta,Hospitals,Blackwood Ave,Augusta,WA,6290,(08) 9758 3222,,-34.318508,115.161027,,,Active,82 216 677 353,Trading Name,25%,,
Albany Regional Hospital,Hospitals,Warden Ave,Albany,WA,6330,(08) 9892 2222,,-35.004792,117.904479,,,Active,98 096 171 009,Entity Name,25%,,
Aged Care Reviews Pty Ltd,Hospitals,737 Burwood Rd,Hawthorn,VIC,3122,1300 654 670,,-37.82427,145.049198,,,Active,44 166 080 306,Entity Name,25%,,
Advanced SurgiCare,Hospitals,Suite 3 Level 5 1 South St,Kogarah,NSW,2217,1300 551 533,,-33.966896,151.136308,,,Active,49 154 115 429,Entity Name,25%,,
Aboriginal Health,Hospitals,Morrison St,Camooweal,QLD,4828,(07) 4748 2000,,-19.919504,138.121466,,,Active,48 147 968 885,Business Name,25%,,
Wondai Hospital,Hospitals,Bramston St,Wondai,QLD,4606,(07) 4169 2600,,-26.32299,151.87917,,,Active,66 329 169 412,Other Name,50%,,
WA Country Health Service South West,Hospitals,6 Fairbairn Rd,Busselton,WA,6280,(08) 9752 6300,,-33.65021,115.34867,,,Active,28 680 145 816,Business Name,50%,,
Toowoomba Hospital,Hospitals,Pechey St,Toowoomba,QLD,4350,(07) 4616 6000,,-27.570005,151.946899,,,Active,66 329 169 412,Other Name,50%,,
Taroom Hospital,Hospitals,Miller St,Taroom,QLD,4420,(07) 4628 9900,,-25.639209,149.798037,,,Active,64 109 516 141,DGR Name,50%,,
Springsure Hospital,Hospitals,21 Woodbine St,Springsure,QLD,4722,(07) 4984 1200,,-24.12012,148.08473,,,Active,66 329 169 412,Other Name,50%,,
School Dental Service,Hospitals,197- 234 McDowdall St,Roma,QLD,4455,0429 471 690,,-26.56855,148.77556,,,Active,55 264 981 997,Business Name,50%,,
SA Health,Hospitals,87 Wellington Rd,Mt Barker,SA,5251,(08) 8393 1777,,-35.082244,138.870778,,,Active,22 876 630 988,Other Name,50%,,
Royal Hobart Hospital,Hospitals,48 Liverpool St,Hobart,TAS,7000,(03) 6166 8308,,-42.880057,147.329922,,,Active,15 359 196 040,DGR Name,50%,,
Rockingham General Hospital,Hospitals,Elanora Dr,Cooloongup,WA,6168,(08) 9599 4000,,-32.292494,115.766445,,,Active,13 993 250 709,Other Name,50%,,
Queensland Health,Hospitals,,Southport,QLD,4215,(07) 5519 8777,,-27.9673072,153.4145154,,,Active,66 329 169 412,Other Name,50%,,
Proserpine Hospital,Hospitals,26- 32 Taylor St,Proserpine,QLD,4800,(07) 4813 9400,,-20.39971,148.58413,,,Active,66 329 169 412,Other Name,50%,,
Oakey Hospital,Hospitals,Cnr Beale and Fitzpatrick Streets,Oakey,QLD,4401,(07) 4691 4888,,-27.424668,151.717111,,,Active,66 329 169 412,Other Name,50%,,
North West Regional Hospital,Hospitals,23 Brickport Rd,Burnie,TAS,7320,(03) 6493 6000,,-41.046856,145.88121,,,Active,15 359 196 040,DGR Name,50%,,
New Norfolk District Hospital,Hospitals,3 Richmond St,New Norfolk,TAS,7140,(03) 6166 1300,,-42.780295,147.060549,,,Active,15 359 196 040,DGR Name,50%,,
Nanango Hospital,Hospitals,135 Brisbane St,Nanango,QLD,4615,(07) 4171 6700,,-26.663072,152.010003,,,Active,66 329 169 412,Other Name,50%,,
Murray District Hospital,Hospitals,McKay St,Pinjarra,WA,6208,(08) 9531 7222,,-32.638881,115.872022,,,Active,92 264 056 442,Business Name,50%,,
Murgon Hospital,Hospitals,Coronation Dr,Murgon,QLD,4605,(07) 4168 1444,,-26.237984,151.947383,,,Active,66 329 169 412,Other Name,50%,,
Modbury Hospital,Hospitals,Smart Rd,Modbury,SA,5092,(08) 8161 2000,,-34.83331,138.691754,,,Active,46 371 200 573,Other Name,50%,,
Millmerran Health Service,Hospitals,50 Commens St,Millmerran,QLD,4357,(07) 4695 3111,,-27.879686,151.262783,,,Active,66 329 169 412,Other Name,50%,,
Mildura Base Hospital,Hospitals,Ontario Ave,Mildura,VIC,3500,(03) 5022 3333,(03) 5022 3228,-34.200059,142.12465,21-50,,Active,36 003 184 889,Business Name,50%,,
Mersey Community Hospital,Hospitals,Torquay Rd,Latrobe,TAS,7307,(03) 6478 5500,,-41.229152,146.421387,,,Active,15 359 196 040,DGR Name,50%,,
Menindee Health Service,Hospitals,21 Perry St,Menindee,NSW,2879,(08) 8091 4209,,-32.39011,142.414519,,,Active,71 030 541 064,Business Name,50%,,
Maryborough Hospital,Hospitals,185 Walker St,Maryborough,QLD,4650,(07) 4122 8222,,-25.522244,152.690272,,,Active,66 329 169 412,Other Name,50%,,
