Name,Categories,Address,City,State,Postcode,Phone,Website,Email,Fax,Latitude,Longitude,Employees,Established,Licence_No,ABN_Status,ABN,ABN_Name,Accuracy,ABN_2,ACN
Travis J,Sports & Fitness,Glovers Rd,Nyora,VIC,3987,0419 373 878,,,,-38.326055,145.682192,,,,Active,79 842 719 098,Trading Name,25%,,
The Supp Store Osborne Park,Sports & Fitness,1/ 240 Main St,Osborne Park,WA,6017,(08) 9207 3766,http://www.thesuppstore.com.au ,aaron@thesuppstore.com.au,,-31.894851,115.82868,,,,Active,97 162 957 691,Entity Name,25%,,
The Studio,Sports & Fitness,665 Grange Rd,Grange,SA,5022,(08) 8235 0036,,,,-34.90739,138.49318,,,,Active,90 624 235 196,Entity Name,25%,,
The St Kilda Police & Citizens Youth Club Inc,Sports & Fitness,179 Inkerman St,St Kilda,VIC,3182,(03) 9534 7584,,,,-37.865422,144.989057,,,,Active,68 206 026 983,Entity Name,25%,,
The Perth Pilates Studio,Sports & Fitness,6/ 299 Charles St,North Perth,WA,6006,(08) 9227 6641,www.pilatesstudio.com.au ,info@perthpilatesstudio.com,,-31.929384,115.852174,,2001,,Active,70 739 696 189,Entity Name,25%,,
The Hard Work Cafe - Take Away Fitness,Sports & Fitness,,Foster,VIC,3960,0429 950 093,,,,-38.6525682,146.2010961,,,,Active,71 399 473 395,Trading Name,25%,,
The Gym Glenelg,Sports & Fitness,"L 1, Bayside Village Shopping Centre, Corner Of Brighton and Jetty Road",Glenelg,SA,5045,(08) 8377 6555,http://thegymglenelg.com.au ,admin@thegymglenelg.com.au,,-34.979997,138.520254,,,,Active,37 143 791 137,Entity Name,25%,,
The Fit Lab,Sports & Fitness,231 James St,Toowoomba,QLD,4350,(07) 4638 7645,http://fitlab.com.au ,"manager@fitlab.com.au,sales@fitlab.com.au",,-27.567097,151.946773,,,,Active,33 612 175 612,Business Name,25%,,
The Charge Movement,Sports & Fitness,408 Mount Glorious Rd,Samford Valley,QLD,4520,0438 318 992,https://www.thechargemovement.com ,hello@thechargemovement.com,,-27.371339,152.852055,1-Oct,2017,,Active,31 957 304 324,Business Name,25%,46 982 961 271,
The Boxing Room,Sports & Fitness,,Brighton,SA,5048,,www.theboxingroom.com.au ,"elle@theboxingroom.com.au,theboxingroom@gmail.com",,-35.0208342,138.5230839,,2006,Provides variety in your exercise regime,Active,87 121 179 806,Entity Name,25%,87 121 179 806,
The Bar Health and Fitness,Sports & Fitness,57-75 Brook St,North Toowoomba,QLD,4350,0421 875 477,http://www.thebartoowoomba.com ,thebartwba@gmail.com,,-27.54754,151.949818,,,,Active,26 620 103 844,Entity Name,25%,,
Tejovra,Sports & Fitness,49 Farmfield Way,Morley,WA,6062,0431 817 342,,,,-31.890458,115.929544,,,,Active,37 786 973 922,Entity Name,25%,,
Tally Health,Sports & Fitness,51 Brady St,South Melbourne,VIC,3205,1800 082 559,https://www.tallyhealth.com.au/ ,"info@tallyhealth.com.au,info@tallykitchen.com.au",,-37.826578,144.942859,,,,Active,34 603 283 058,Entity Name,25%,,
Swim Fit,Sports & Fitness,136 Spencer St,Gatton,QLD,4343,(07) 5462 5103,http://www.swimfit.com.au/ ,,,-27.561198,152.281686,,,,Active,99 896 113 994,Business Name,25%,,
Surge Fitness Wanneroo,Sports & Fitness,Unit 13 1387 Wanneroo Rd,Wanneroo,WA,6065,(08) 9408 5659,https://surgefitness.com.au/clubs/wanneroo/ ,surgefitnesswanneroo@bemediamail.com,,-31.718889,115.78152,,,,Active,60 163 419 722,Business Name,25%,,
Supplement Science,Sports & Fitness,433 Logan Rd,Stones Corner,QLD,4120,(07) 3394 8473,,,,-27.501586,153.045815,,,,Active,17 350 284 298,Business Name,25%,,
Sunset Coast Fitness Centre,Sports & Fitness,163 Gildercliffe St,Scarborough,WA,6019,(08) 9245 4000,,,,-31.893692,115.775062,,,,Active,38 082 664 060,Entity Name,25%,,
StrikePoint,Sports & Fitness,,Albany,WA,6330,(08) 9892 2923,http://www.strikefit.com.au ,info@strikepoint.com.au,,-35.0238227,117.8847286,,2015,,Active,43 784 870 244,Trading Name,25%,91 606 676 037,
Strand Fitness,Sports & Fitness,Level 4 31 Leichhardt St,North Ward,QLD,4810,(07) 4772 0002,http://www.strandfitness.com.au ,admin@strandfitness.com.au,,-19.253302,146.813423,,,,Active,90 143 876 484,Entity Name,25%,,
Stomp Fitness,Sports & Fitness,69 Liverpool St,Hobart,TAS,7000,(03) 6109 4621,http://www.stompfit.com.au ,info@stompfit.com.au,,-42.880307,147.327231,,,,Active,19 770 424 542,Business Name,25%,,
Stepz Fitness Brightwater,Sports & Fitness,Shop 2/ 69 Attenuata Dr,Mountain Creek,QLD,4557,(07) 5493 9977,,,,-26.710978,153.108659,,,,Active,17 163 449 385,Entity Name,25%,,
Stepz Fitness,Sports & Fitness,Shop 4/ 450 Logan Rd,Greenslopes,QLD,4120,(07) 3397 6666,,,,-27.502095,153.04712,,,,Active,44 136 789 172,Entity Name,25%,,
Step Into Life Australia,Sports & Fitness,Suite 1/ 368 Hawthorn Rd,Caulfield South,VIC,3162,(03) 9530 0855,,,,-37.887834,145.021152,,,,Active,82 811 316 503,Entity Name,25%,,
South Pacific Health Club,Sports & Fitness,2-6 Bay St,Port Melbourne,VIC,3207,(03) 9525 3533,www.southpacifichc.com.au ,,,-37.843038,144.938602,,,,Active,80 097 002 410,Entity Name,25%,,
South Pacific Health Club,Sports & Fitness,10 - 18 Jacka Blv,St Kilda,VIC,3182,(03) 9525 4888,www.southpacifichc.com.au ,,,-37.865299,144.971666,,,,Active,80 097 002 410,Entity Name,25%,,
South Pacific Health Club,Sports & Fitness,Cnr North Rd and The Strand,Newport,VIC,3015,(03) 9399 1100,www.southpacifichc.com.au ,,,-37.845595,144.894853,,,,Active,80 097 002 410,Entity Name,25%,,
Solutions Health & Fitness,Sports & Fitness,15 Evans Ave,North Mackay,QLD,4740,(07) 4951 3473,,,,-21.127162,149.188849,,,,Active,86 424 192 605,Trading Name,25%,,
Snap Fitness Highfields Plaza,Sports & Fitness,1 Plaza Cir,Highfields,QLD,4352,0478 201 380,,,,-27.458362,151.958574,,,,Active,72 617 763 685,Business Name,25%,,
Sky Barre,Sports & Fitness,Unit 4 44 Cavenagh St,Darwin,NT,800,0457 008 203,http://www.skybarre.com.au ,"leanne@skybarre.com.au,info@skybarre.com.au",,-12.46114,130.842264,1-Oct,2019,,Active,73 637 914 875,Entity Name,25%,,637 914 875
SJ Corporate Health,Sports & Fitness,,Lockleys,SA,5032,0417 894 852,http://www.sjchealth.com ,sjcorphealth@adam.com.au,,-34.9259182,138.5290349,,,,Active,15 248 581 327,Entity Name,25%,,
Sista Fitness,Sports & Fitness,6/ 64 Morrison Rd,Midland,WA,6056,(08) 6311 5544,http://www.sistafitness.com.au ,joinus@sistafitness.com.au,,-31.886618,116.006042,,,,Active,45 314 335 997,Entity Name,25%,,
Shaolin Jee Shin Wing Chun,Sports & Fitness,,Melbourne,VIC,3000,(03) 9639 2960,,,,-37.813985,144.963114,,,,Active,93 353 994 370,Trading Name,25%,,
Selby Health & Fitness,Sports & Fitness,7 Hector St,Osborne Park,WA,6017,(08) 9446 7372,www.selbygym.com ,info@selbygym.com,,-31.898031,115.813932,21-50,1976,Group fitness,Active,49 589 151 661,Entity Name,25%,49 589 151 661,
Run With Me,Sports & Fitness,Shop 11/ 1A David Dr,Sunshine West,VIC,3020,(03) 8390 1435,,,,-37.792596,144.789626,,,,Active,30 153 099 695,Entity Name,25%,,
Round One Fitness,Sports & Fitness,Unit 2/ 22 Hammond Rd,Cockburn,WA,6164,(08) 9414 1141,http://www.round1fitness.com.au ,info@round1fitness.com.au,,-32.121075,115.839595,,,,Active,32 133 182 528,Entity Name,25%,,
Robina Physio Pilates & Rehab,Sports & Fitness,"Suite 6, Riverwalk One 140 Robina Town Centre Drv",Robina,QLD,4226,(07) 5562 2088,,,,-28.079768,153.383136,,,,Active,37 814 983 397,Business Name,25%,,
Ringfit Boxing and Fitness,Sports & Fitness,39B Great Eastern Hwy,Rivervale,WA,6103,0419 306 027,http://www.ringfit.net.au/ ,"dan.ringfit@hotmail.com,dan@ringfit.net.au",,-31.956611,115.906781,1-Oct,2013,,Active,85 165 543 082,Entity Name,25%,85 165 543 082,
Renshu Kai Australia,Sports & Fitness,42 Nottingham St,Glen Waverley,VIC,3150,0414 802 746,,,,-37.86857,145.15842,,,,Active,75 152 017 699,Business Name,25%,,
Renouf Personal Training Centre,Sports & Fitness,"Duncraig Shopping Centre, 50 Marri Rd",Duncraig,WA,6023,(08) 9447 0452,,,,-31.83153,115.76907,,,,Active,33 090 380 966,Business Name,25%,,
Renouf Personal Training,Sports & Fitness,159 Onslow Rd,Shenton Park,WA,6008,(08) 9388 9666,www.renouf.com.au ,"admin@renouf.com.au,southperth@renouf.com.au",,-31.961192,115.813191,,,,Active,33 090 380 966,Business Name,25%,,
Renew Health Therapies,Sports & Fitness,166 Payneham Rd,Evandale,SA,5069,0411 982 105,https://www.renewhealththerapies.com.au/ ,,,-34.906391,138.63105,,,,Active,89 145 958 509,Business Name,25%,,
Remnant Herald,Sports & Fitness,Highwood 291 Maroondah Hwy,Narbethong,VIC,3778,(03) 5963 7000,,,,-37.567368,145.639665,,,,Active,30 076 651 842,Trading Name,25%,,
Real Fitness,Sports & Fitness,5/ 307 Stock Rd,Palmyra,WA,6157,(08) 6323 2311,,,,-32.054224,115.79276,,,,Active,54 854 878 938,Business Name,25%,,
Real Body Movement,Sports & Fitness,Shop 2A 19 Tozer St,Gympie,QLD,4570,0407 838 120,https://www.realbodymovement.com.au/ ,admin@realbodymovement.com.au,,-26.187345,152.672168,1-Oct,2017,,Active,48 150 511 260,Entity Name,25%,48 150 511 260,
Ready 24 Gym,Sports & Fitness,10 Fairfax Court,Hidden Valley,QLD,4703,(07) 4939 8777,Website ,info@ready24gym.com.au,,-23.142771,150.736527,1-Oct,,,Active,21 605 014 337,Entity Name,25%,21 605 014 337,
Raw Health Systems,Sports & Fitness,31 Bilkurra St,Middle Park,QLD,4074,0452 433 442,,,,-27.559181,152.926964,,,,Active,93 578 365 191,Entity Name,25%,,
Queensland Fitness and Health Assoc,Sports & Fitness,24 Alfred St,Woody Point,QLD,4019,(07) 3293 2208,,,,-27.259692,153.105219,,,,Active,56 533 042 231,Entity Name,25%,,
Pycsam Health & Fitness,Sports & Fitness,50 Glen Dhu St,Launceston,TAS,7250,(03) 6343 0622,,,,-41.454275,147.140471,,,,Active,65 439 532 755,Trading Name,25%,,
PumpedFIT,Sports & Fitness,2/ 29 Clarence St,Coorparoo,QLD,4151,0434 444 604,http://www.pumpedfit.com.au ,"info@pumpedfit.com.au,hello@fit360movement.com.au",,-27.489434,153.054148,,,,Active,34 169 671 461,Entity Name,25%,,
Plus Fitness,Sports & Fitness,Unit 10 10 Clew Way,Jindalee,WA,6036,(08) 9562 7800,https://www.plusfitness.com.au/gyms/jindalee/ ,"jindalee@plusfitness.com.au,info@plusfitness.com.au",,-31.650185,115.696378,,,,Active,91 468 811 311,Trading Name,25%,,
Plus Fitness,Sports & Fitness,"Cnr Joondalup Drive and Sundew Rise,",Joondalup,WA,6027,(08) 9300 1778,www.plusfitness.com.au ,info@plusfitness.com.au,,-31.757356,115.77297,,,,Active,91 468 811 311,Trading Name,25%,,
Plus Fitness,Sports & Fitness,Level 1 7 Development Blv,Mill Park,VIC,3082,(03) 9404 4754,http://www.plusfitness.com.au/clubs/mill-park-vic ,millpark@plusfitness.com.au,,-37.657751,145.081754,,,,Active,91 468 811 311,Trading Name,25%,,
Planet Naturopath,Sports & Fitness,2/ 117 Toolooa St,South Gladstone,QLD,4680,(07) 3067 2186,https://www.planetnaturopath.com ,michael@planetnaturopath.com,,-23.856496,151.269111,,,,Active,43 631 840 027,Entity Name,25%,,
Pivot Health & Fitness,Sports & Fitness,Viggora Terrace Kent St,Rockhampton,QLD,4700,0407 332 567,,,,-23.379282,150.507748,,,,Active,31 141 603 197,Business Name,25%,,
Pilates Canberra,Sports & Fitness,,Phillip,ACT,2606,(02) 6281 7788,,,,-35.3439693,149.0833158,,,,Active,17 113 411 975,Entity Name,25%,,
Physique Fitness,Sports & Fitness,Shop 2/ 172 Boat Harbour Dr,Pialba,QLD,4655,(07) 4325 4600,,physiquefitness.pialba@hotmail.com,,-25.287576,152.837144,,,,Active,84 620 200 473,Business Name,25%,,
Physical Revolution,Sports & Fitness,26 Malop St,Geelong,VIC,3220,(03) 5222 4660,,,,-38.14717,144.35934,,,,Active,71 087 606 013,Entity Name,25%,,
Physical Activity Foundation,Sports & Fitness,Kaleen Sports Club 16 Georgina Cres,Kaleen,ACT,2617,(02) 6162 2820,,,,-35.221334,149.102143,,,,Active,47 143 829 252,Entity Name,25%,,
Phoenix Health Club,Sports & Fitness,73 Anderson Rd,Smeaton Grange,NSW,2567,(02) 4631 3700,http://www.phoenixhealthclub.com.au ,info@phoenixhealthclub.com.au,,-34.033892,150.760665,,,,Active,26 164 568 414,Entity Name,25%,,
Personal Training Services,Sports & Fitness,,Bentleigh,VIC,3204,0419 003 762,,,,-37.918018,145.035736,,,,Active,84 206 044 120,Trading Name,25%,,
Panther Fitness,Sports & Fitness,7/ 150 Donald St,Brunswick East,VIC,3057,0413 433 653,http://pantherfitness.webs.com ,pantherfitness@live.com,,-37.759115,144.975169,,,,Active,22 606 768 030,Entity Name,25%,,
Orangetheory Fitness,Sports & Fitness,202 Belair Rd,Hawthorn,SA,5062,(08) 8490 0910,https://www.orangetheoryfitness.com.au/studio/hawthorn ,studioau002@orangetheoryfitness.com.au,,-34.974354,138.608767,,,,Active,36 447 426 598,Business Name,25%,,
Orangetheory Fitness,Sports & Fitness,T 16 / 188 Nudgee Rd,Ascot,QLD,4007,(07) 3268 1125,https://www.orangetheory.com/en-au/locations/ ,"dmca@orangetheoryfitness.com,onlinecustomerservice@orangetheoryfitness.com",,-27.427079,153.071724,,,,Active,36 447 426 598,Business Name,25%,,
Open Fitness,Sports & Fitness,8B Wesley Rise,Joondalup,WA,6027,0401 243 714,http://www.openfitness.com.au ,sales@openfitness.com.au,,-31.753795,115.776008,,,,Active,93 633 703 241,Entity Name,25%,,
One Health & Fitness,Sports & Fitness,41-53 Miller St,Epping,VIC,3076,(03) 9408 0050,,,,-37.647785,145.016535,,,,Active,14 117 204 323,Entity Name,25%,,
Nutrition & Weight Loss Company,Sports & Fitness,3/ 7 Price St,Nerang,QLD,4211,(07) 5527 4300,http://weightlosscompany.com ,"help@weightlosscompany.com,webmaster@weightlosscompany.com",,-27.988402,153.336718,,,,Active,84 601 212 453,Entity Name,25%,,
Next Generation Clubs,Sports & Fitness,21 Kings Park Rd,West Perth,WA,6005,(08) 9217 6300,www.ngclubs.com.au ,,,-31.95268,115.840352,,,,Active,56 079 495 944,Entity Name,25%,,
Newtown Gym,Sports & Fitness,Level 1 294 King St,Newtown,NSW,2042,(02) 9550 1976,http://www.thenewtowngym.com ,enquiries@newtowngym.com.au,(02) 9519 6317,-33.89681,151.17988,,,,Active,32 076 092 567,Entity Name,25%,,
NetHealth,Sports & Fitness,52 Parkway Cres,Murrumba Downs,QLD,4503,0402 844 962,http://www.net-health.com.au ,"vidya.nallamad@net-health.com.au,enquiry@net-health.com.au",,-27.27039352,153.0149155,,,,Active,37 162 535 784,Entity Name,25%,,
National storage Mulgrave,Sports & Fitness,10 Felix Street,Brisbane,QLD,4000,(07) 3218 8116,,,,-27.470852,153.030117,,,,Active,66 152 503 163,Trading Name,25%,,
Murdoch University Guild Sports & Recreation Centre,Sports & Fitness,Murdoch University Carpark 4 South St,Murdoch,WA,6150,(08) 9360 2318,,,,-32.068781,115.821399,,,,Active,61 616 369 313,Entity Name,25%,,
Motivation Access,Sports & Fitness,10 Lake Ave,Barmera,SA,5345,0411 808 714,,,,-34.250369,140.468655,,,,Active,60 095 072 359,Trading Name,25%,,
Morton T,Sports & Fitness,3 Tenison Woods Cct,Bonython,ACT,2905,(02) 6293 4360,,,,-35.426009,149.073715,,,,Active,21 403 215 219,Trading Name,25%,,
Moorundie,Sports & Fitness,11A Standen St,Murray Bridge,SA,5253,(08) 8531 0289,https://www.moorundi.org.au/admin-murray-bridge ,admin@macchs.org.au,,-35.121649,139.271603,,,,Active,70 090 548 360,Entity Name,25%,,
Monier Doctors,Sports & Fitness,Shop SP 005/ 166 Monier Rd,Darra,QLD,4076,(07) 3172 4332,,,,-27.55899,152.951014,,,,Active,62 758 812 046,Entity Name,25%,,
Monica Mitchell,Sports & Fitness,27 The Ridge,Canterbury,VIC,3126,(03) 9882 6630,,,,-37.81955,145.06406,,,,Active,69 816 974 958,Entity Name,25%,,
Mobile Fitness,Sports & Fitness,PO Box 3620,Wamberal,NSW,2260,0409 815 548,,,,-33.4230145,151.4389669,,,,Active,51 048 980 225,Trading Name,25%,,
Melbourne Dodgeball,Sports & Fitness,33 Sheahans Rd,Bulleen,VIC,3105,,http://www.melbournedodgeball.com.au ,info@melbournedodgeball.com.au,,-37.759624,145.093116,,,,Active,15 162 292 248,Entity Name,25%,,
Melbourne Athletic Development,Sports & Fitness,116 Murphy St,Richmond,VIC,3121,(03) 9421 8863,www.melbourneathleticdevelopment.com.au ,"us@melbourneathleticdevelopment.com.au,john@melbourneathleticdevelopment.com.au",,-37.818316,145.009551,,,,Active,18 606 644 508,Entity Name,25%,,
McNally's,Sports & Fitness,427 Stafford Rd,Stafford,QLD,4053,(07) 3356 8888,,,,-27.40937,153.01121,,,,Active,77 794 709 277,Trading Name,25%,,
Maryborough Squash & Fitness Centre,Sports & Fitness,115 Steindl St,Granville,QLD,4650,(07) 4121 3922,,,,-25.53936,152.72093,,,,Active,21 622 890 260,Entity Name,25%,,
Maisha Fitness,Sports & Fitness,47 Mortlock Tce,Port Lincoln,SA,5606,(08) 8682 2644,,,,-34.728174,135.857958,,,,Active,55 146 848 606,Entity Name,25%,,
Mackay Gymnastics Inc,Sports & Fitness,6 Swayne St,North Mackay,QLD,4740,(07) 4953 1425,,,,-21.113656,149.189717,,,,Active,51 575 803 426,Entity Name,25%,,
Living In Wellness,Sports & Fitness,Ste 3/ 183 Tynte St,North Adelaide,SA,5006,(08) 8267 2991,,,,-34.906862,138.593779,,,,Active,74 128 988 698,Entity Name,25%,,
Limbo Health & Fitness Centre,Sports & Fitness,72 Lyons Rd,Holden Hill,SA,5088,(08) 8261 4156,,limbofitness@bigpond.com,,-34.857383,138.662453,,,,Active,15 115 439 904,Other Name,25%,,
Lilydale Squash & Fitness Centre,Sports & Fitness,446 Maroondah Hwy,Lilydale,VIC,3140,(03) 8739 6007,https://www.facebook.com/pages/Lilydale-Squash-Fitness-Centre/157225874320622 ,info@lilydalefitness.com.au,,-37.756451,145.361343,,1980,,Active,67 005 886 331,Entity Name,25%,,
Lifestyle Fitness Centre,Sports & Fitness,855 Ferntree Gully Rd,Wheelers Hill,VIC,3150,(03) 9561 6933,http://www.lifestylefitness.com.au ,wanneroo@lifestylefitness.com.au,,-37.905892,145.18838,,1974,Fully equipped weight training gym,Active,11 155 956 059,Entity Name,25%,,
Life. Be in it.,Sports & Fitness,73 Wakefield St,Adelaide,SA,5000,(08) 8232 3944,,,,-34.928763,138.603523,,,,Active,78 212 464 520,Entity Name,25%,,
Life NRG,Sports & Fitness,1 Bayview Rd,Noosa Heads,QLD,4567,0412 363 236,http://www.lifenrg.com.au ,andi@lifenrg.com.au,,-26.388039,153.096035,,,,Active,50 106 388 694,Entity Name,25%,,
Life Marketing,Sports & Fitness,21 Baxter St,Fortitude Valley,QLD,4006,(07) 3257 1994,,,,-27.45425,153.03256,,,,Active,72 060 727 835,Entity Name,25%,,
Leisure Management Services,Sports & Fitness,,Moonee Ponds,VIC,3039,(03) 9336 3711,,,,-37.7669228,144.9222422,,,,Active,51 588 524 276,Trading Name,25%,,
Leigh J,Sports & Fitness,11 Gretna St,Mansfield,QLD,4122,(07) 3343 7997,,,,-27.519395,153.10203,,,,Active,38 077 544 967,Entity Name,25%,,
Latin Fitness,Sports & Fitness,126 Boundary St,West End,QLD,4101,(07) 3844 1824,,,,-27.48026,153.012589,,,,Active,61 143 026 199,Trading Name,25%,,
Lacey's Gym,Sports & Fitness,Westfield Innaloo 388 Scarborough Beach Rd,Innaloo,WA,6018,(08) 6150 7721,http://laceys.net.au ,"innaloo@laceys.net.au,knockout@laceys.net.au",,-31.901063,115.799856,,,,Active,63 617 509 672,Entity Name,25%,,
Kyokushin Karate,Sports & Fitness,,Canberra,ACT,2601,0419 126 110,,janellefield1964@gmail.com,,-35.28078181,149.131396,,,,Active,33 341 612 322,Business Name,25%,,
KPD,Sports & Fitness,14 Broad St,Queenstown,SA,5014,0433 636 905,,fdlecul@yahoo.com.au,,-34.863207,138.511746,,,,Active,99 000 739 702,Entity Name,25%,,
Kieser Training,Sports & Fitness,15 - 17 Overton Lea Blv,Sydenham,VIC,3037,(03) 9390 3551,,,,-37.69527,144.76702,,,,Active,48 513 552 374,Business Name,25%,,
Kick N' Box Fitness Studio,Sports & Fitness,11 Henry St,Stepney,SA,5069,(08) 8363 7294,http://www.kicknboxfitness.com.au ,info@kicknboxfitness.com.au,,-34.914901,138.624943,,,,Active,26 567 009 089,Business Name,25%,,
KC Health,Sports & Fitness,,Seaford,VIC,3198,0449 041 540,,,,-38.102039,145.1259,,,,Active,20 630 728 620,Entity Name,25%,,
Karmony Health & Fitness BB,Sports & Fitness,32 Magill Rd,Norwood,SA,5067,(08) 8362 2583,,,,-34.915918,138.625067,,,,Active,94 220 869 551,Trading Name,25%,,
Kansuiryu Karate,Sports & Fitness,129 Mulgrave Rd,Parramatta Park,QLD,4870,(07) 4034 2964,www.karateoz.com ,,,-16.927437,145.762808,,,,Active,57 618 276 067,Entity Name,25%,,
Just For Fun Clothing,Sports & Fitness,589 High St,Echuca,VIC,3564,(03) 5480 3392,,,,-36.120558,144.745669,,,,Active,47 097 115 305,Entity Name,25%,,
Jetts Fitness Canning Vale South,Sports & Fitness,Unit 1 / 404 Ranford Rd,Canning Vale South,WA,6155,(08) 9456 0102,,,,-32.090918,115.919321,,,,Active,78 184 369 475,Business Name,25%,,
Jetset,Sports & Fitness,138 High St,Belmont,VIC,3216,(03) 5222 5525,,,,-38.173229,144.344182,,,,Active,30 098 029 362,Entity Name,25%,,
Jets Fitness,Sports & Fitness,Studio 2 4 Boak Ave,Mt Helen,VIC,3350,(03) 5332 8224,,,,-37.626891,143.878957,,,,Active,39 779 841 578,Business Name,25%,,
Jenny Craig,Sports & Fitness,49 Playford Ave,Whyalla Playford,SA,5600,13 1992,,,,-33.02989,137.56719,,,,Active,90 881 948 933,Trading Name,25%,,
James Street Squash & Fitness Centre,Sports & Fitness,242 James St,Harristown,QLD,4350,(07) 4632 3437,,,,-27.567903,151.941079,,,,Active,86 150 477 874,Trading Name,25%,,
Jack Jones Health & Fitness,Sports & Fitness,3 Beaumont St,Albion,QLD,4010,0422 047 864,http://www.jackjones.com.au ,nat@jackjones.com.au,,-27.437839,153.043491,,,,Active,78 308 866 718,Trading Name,25%,,
Invincible Worldwide,Sports & Fitness,19 Harris St,Fairfield,NSW,2165,0404 617 599,www.invincibleworldwide.com/ ,admin@invincibleworldwide.com,,-33.872622,150.954871,,,,Active,84 601 244 928,Entity Name,25%,,
International Board Of Lactation Consultant Examiners,Sports & Fitness,,Oxenford,QLD,4210,(07) 5529 8811,https://iblce.org/ ,"admin@iblce.edu.au,international@iblce.org",,-27.9017639,153.3134586,,,,Active,43 087 394 563,Entity Name,25%,,
Inspired Life,Sports & Fitness,10 Lionel St,Kalgoorlie,WA,6430,(08) 9091 3392,,,,-30.76864822,121.4843783,,,,Active,93 782 434 587,Business Name,25%,,
Inspired Life,Sports & Fitness,222 Walter Rd,Morley,WA,6062,(08) 9276 8166,,,,-31.896933,115.894421,,,,Active,93 782 434 587,Business Name,25%,,
Inside Out Fitness Darwin,Sports & Fitness,33 Legune Ave,Leanyer,NT,812,0400 352 498,http://www.insideoutfitnessdarwin.com.au ,sue@insideoutfitnessdarwin.com.au,,-12.372517,130.901111,,,,Active,80 297 921 419,Business Name,25%,,
InShape,Sports & Fitness,,Noarlunga Centre,SA,5168,8838411,,,,-35.1396156,138.4961989,,,,Active,34 748 985 745,Business Name,25%,,
Innovative Fitness,Sports & Fitness,332 Rocky Point Rd,Ramsgate,NSW,2217,(02) 9529 5300,,innovativefitness@hotmail.com.au,,-33.98501813,151.1364544,,,,Active,47 822 099 206,Business Name,25%,,
In2Fitness Studio,Sports & Fitness,265 Pulteney St,Adelaide,SA,5000,0417 930 662,,,,-34.929285,138.605735,,,,Active,37 119 912 337,Entity Name,25%,,
In the flow,Sports & Fitness,151 Chandos St,Crows Nest,NSW,2065,0414 343 733,http://www.intheflow.com.au ,lucas@intheflow.com.au,,-33.8226,151.20283,,,,Active,11 425 145 087,Trading Name,25%,,
Ignite Health,Sports & Fitness,3/ 222 Young St,Waterloo,NSW,2017,(02) 9310 7117,www.ignitehealth.com.au ,,,-33.898998,151.208607,,,,Active,26 099 337 569,Trading Name,25%,,
Ifeelgood 24/7,Sports & Fitness,Shop 22 3732 Mount Lindesay Hwy,Park Ridge,QLD,4125,(07) 3462 0610,https://ifeelgood247.com.au/gym-park-ridge/ ,parkridge@ifeelgood247.com.au,,-27.701714,153.03829,,,,Active,55 141 975 635,Entity Name,25%,,
ifeelgood 24/7,Sports & Fitness,Shop 1 / 100 Coonan St,Indooroopilly,QLD,4068,(07) 3105 9051,www.ifeelgood247.com.au ,,,-27.500822,152.976275,,,,Active,55 141 975 635,Entity Name,25%,,
Hypoxi Studio Moonee Ponds,Sports & Fitness,7 Everage St,Moonee Ponds,VIC,3039,(03) 9913 5873,http://www.hypoximooneeponds.com.au/ ,hypoximpfreetrial@yahoo.com.au,,-37.765776,144.921797,,,,Active,62 152 218 089,Entity Name,25%,,
Hybrid Performance Gym,Sports & Fitness,3/15 Quilpie Crst,Fyshwick,ACT,2609,0408 502 778,,clint@hybridperformancegym.com,,-35.323552,149.172223,,,,Active,76 642 266 117,Business Name,25%,,
Hussain F,Sports & Fitness,Lvl 4/ 175 Cambridge St,Subiaco,WA,6008,(08) 9381 1937,,,,-31.941599,115.826242,,,,Active,16 058 929 346,Entity Name,25%,,
Humpty Doo Fitness Centre,Sports & Fitness,21 Vereker St,Humpty Doo,NT,836,0427 730 806,https://www.facebook.com/hdoofitness.com.au/ ,hdoofitness@outlook.com,,-12.573251,131.099626,,,,Active,72 165 310 921,Entity Name,25%,,
Holistic Sister,Sports & Fitness,23 Ann St,Footscray,VIC,3011,0423 528 328,http://holisticsister.com.au ,"gorman.georgie@gmail.com,georgie@holisticsister.com.au",,-37.800488,144.890675,,,,Active,71 618 424 123,Entity Name,25%,,
Holistic Lifestyle Coaching,Sports & Fitness,,Buderim,QLD,4556,0438 376 129,http://www.holisticlifestylecoaching.com.au/contact-us/ ,brad@hlc123.com.au,,-26.6847592,153.0537382,,,,Active,90 546 647 921,Business Name,25%,,
His and Her Time Group Outdoor Fitness,Sports & Fitness,35 Kauri Parade,Seacliff,SA,5049,0403 245 380,,,,-35.033502,138.521753,,,,Active,97 152 725 393,Trading Name,25%,,
Hemp Care,Sports & Fitness,27 Watkins Rd,Dalkeith,WA,6009,(08) 6389 0336,,,,-31.991859,115.79414,,,,Active,49 621 708 638,Entity Name,25%,,
Healthy Vibes,Sports & Fitness,192A Bulleen Rd,Bulleen,VIC,3105,(03) 9852 2345,,,,-37.763967,145.083432,,,,Active,52 642 826 551,Entity Name,25%,,
Healthworks Fitness Centres,Sports & Fitness,2 Pangarinda Pl,Mooloolaba,QLD,4557,(07) 5478 1700,,,,-26.689663,153.113934,,,,Active,67 015 162 672,Trading Name,25%,,
